ticker,side,entry_c,fair_yes_c,edge_pp,btc,strike,dist_pct,settle_yes,won,gross_c,fee_c,net_c
KXBTC15M-26APR210445-45,yes,38,58,20.0,76416.34,76396.31,0.00026,1,1,62.0,3.30,58.70
KXBTC15M-26APR210345-45,yes,50,58,8.0,76228.00,76205.91,0.00029,1,1,50.0,3.50,46.50
KXBTC15M-26APR210300-00,yes,24,45,21.0,76022.38,76034.37,0.00016,0,0,-24.0,2.55,-26.55
KXBTC15M-26APR201700-00,no,20,52,28.0,76294.13,76288.29,0.00008,1,0,-20.0,2.24,-22.24
KXBTC15M-26APR201545-45,no,20,53,27.0,76245.65,76238.51,0.00009,1,0,-20.0,2.24,-22.24
KXBTC15M-26APR201145-45,yes,29,55,26.0,75703.29,75680.32,0.00030,0,0,-29.0,2.88,-31.88
KXBTC15M-26APR200945-45,no,20,49,31.0,75179.93,75184.17,0.00006,1,0,-20.0,2.24,-22.24
KXBTC15M-26APR200630-30,yes,29,63,34.0,75401.45,75375.23,0.00035,0,0,-29.0,2.88,-31.88
KXBTC15M-26APR200545-45,no,6,44,50.0,75022.25,75037.64,0.00021,1,0,-6.0,0.79,-6.79
KXBTC15M-26APR200530-30,no,26,47,27.0,75060.11,75068.39,0.00011,0,1,74.0,2.69,71.31
KXBTC15M-26APR200000-00,no,12,41,47.0,74595.51,74608.74,0.00018,1,0,-12.0,1.48,-13.48
KXBTC15M-26APR192300-00,no,40,46,14.0,74487.67,74496.58,0.00012,0,1,60.0,3.36,56.64
KXBTC15M-26APR192230-30,no,14,44,42.0,74388.60,74407.63,0.00026,1,0,-14.0,1.69,-15.69
KXBTC15M-26APR192115-15,yes,32,41,9.0,74333.44,74350.32,0.00023,1,1,68.0,3.05,64.95
KXBTC15M-26APR191630-30,yes,6,51,45.0,74815.24,74813.53,0.00002,0,0,-6.0,0.79,-6.79
KXBTC15M-26APR191545-45,no,40,37,23.0,74973.16,74997.11,0.00032,1,0,-40.0,3.36,-43.36
KXBTC15M-26APR191530-30,yes,9,55,46.0,75004.32,74994.71,0.00013,1,1,91.0,1.15,89.85
KXBTC15M-26APR191330-30,yes,30,43,13.0,75256.73,75275.98,0.00026,1,1,70.0,2.94,67.06
KXBTC15M-26APR191245-45,no,18,58,24.0,75625.79,75608.21,0.00023,0,1,82.0,2.07,79.93
KXBTC15M-26APR191045-45,yes,30,52,22.0,76005.76,76001.65,0.00005,1,1,70.0,2.94,67.06
KXBTC15M-26APR190645-45,yes,28,43,15.0,75110.17,75121.60,0.00015,1,1,72.0,2.82,69.18
KXBTC15M-26APR190130-30,no,43,34,23.0,75562.33,75591.42,0.00038,1,0,-43.0,3.43,-46.43
KXBTC15M-26APR181915-15,no,34,42,24.0,75850.50,75858.14,0.00010,1,0,-34.0,3.14,-37.14
KXBTC15M-26APR181900-00,no,10,63,27.0,75824.03,75808.16,0.00021,1,0,-10.0,1.26,-11.26
KXBTC15M-26APR181800-00,no,9,45,46.0,75754.78,75759.73,0.00007,1,0,-9.0,1.15,-10.15
KXBTC15M-26APR181645-45,no,12,51,37.0,75748.83,75748.07,0.00001,1,0,-12.0,1.48,-13.48
KXBTC15M-26APR181630-30,no,48,43,9.0,75717.60,75725.24,0.00010,1,0,-48.0,3.49,-51.49
KXBTC15M-26APR181330-30,no,36,25,39.0,75832.68,75861.99,0.00039,1,0,-36.0,3.23,-39.23
KXBTC15M-26APR180415-15,no,44,27,29.0,76990.22,77018.78,0.00037,0,1,56.0,3.45,52.55
KXBTC15M-26APR180100-00,no,26,41,33.0,77089.06,77099.21,0.00013,1,0,-26.0,2.69,-28.69
KXBTC15M-26APR171715-15,no,40,35,25.0,77361.89,77391.80,0.00039,1,0,-40.0,3.36,-43.36
KXBTC15M-26APR171700-00,no,14,56,30.0,77321.14,77306.97,0.00018,1,0,-14.0,1.69,-15.69
KXBTC15M-26APR170745-45,no,30,37,33.0,75464.12,75485.34,0.00028,0,1,70.0,2.94,67.06
KXBTC15M-26APR170430-30,yes,44,73,29.0,75127.20,75099.59,0.00037,1,1,56.0,3.45,52.55
KXBTC15M-26APR170345-45,no,24,33,43.0,74962.60,74979.54,0.00023,1,0,-24.0,2.55,-26.55
KXBTC15M-26APR170230-30,no,15,47,38.0,74775.20,74779.86,0.00006,1,0,-15.0,1.79,-16.79
KXBTC15M-26APR162315-15,yes,8,40,32.0,74690.19,74707.88,0.00024,1,1,92.0,1.03,90.97
KXBTC15M-26APR162045-45,no,28,59,13.0,75022.88,75006.51,0.00022,1,0,-28.0,2.82,-30.82
KXBTC15M-26APR161845-45,yes,50,63,13.0,74968.80,74942.58,0.00035,0,0,-50.0,3.50,-53.50
KXBTC15M-26APR161800-00,no,44,45,11.0,74962.40,74976.96,0.00019,0,1,56.0,3.45,52.55
KXBTC15M-26APR161745-45,no,26,57,17.0,74959.19,74939.98,0.00026,1,0,-26.0,2.69,-28.69
KXBTC15M-26APR161100-00,no,40,45,15.0,73983.60,74004.58,0.00028,0,1,60.0,3.36,56.64
KXBTC15M-26APR160700-00,yes,15,44,29.0,74397.27,74407.12,0.00013,0,0,-15.0,1.79,-16.79
KXBTC15M-26APR160645-45,no,50,42,8.0,74458.89,74472.92,0.00019,0,1,50.0,3.50,46.50
KXBTC15M-26APR151530-30,no,48,42,10.0,74663.54,74680.15,0.00022,1,0,-48.0,3.49,-51.49
KXBTC15M-26APR151430-30,yes,46,54,8.0,74312.37,74303.63,0.00012,0,0,-46.0,3.48,-49.48
KXBTC15M-26APR151345-45,yes,21,49,28.0,74156.98,74158.55,0.00002,0,0,-21.0,2.32,-23.32
KXBTC15M-26APR150900-00,no,48,37,15.0,74338.74,74363.12,0.00033,0,1,52.0,3.49,48.51
KXBTC15M-26APR150830-30,no,28,36,36.0,74193.32,74221.50,0.00038,0,1,72.0,2.82,69.18
KXBTC15M-26APR150815-15,yes,22,36,14.0,74182.59,74211.89,0.00039,1,1,78.0,2.40,75.60
KXBTC15M-26APR150545-45,yes,27,37,10.0,73957.40,73982.38,0.00034,1,1,73.0,2.76,70.24
KXBTC15M-26APR150045-45,no,32,30,38.0,74321.77,74347.34,0.00034,1,0,-32.0,3.05,-35.05
KXBTC15M-26APR150015-15,no,22,37,41.0,74360.76,74378.32,0.00024,1,0,-22.0,2.40,-24.40
KXBTC15M-26APR150000-00,no,11,60,29.0,74288.25,74274.66,0.00018,1,0,-11.0,1.37,-12.37
KXBTC15M-26APR141915-15,no,43,43,14.0,74065.39,74082.70,0.00023,1,0,-43.0,3.43,-46.43
KXBTC15M-26APR141545-45,no,45,43,12.0,74180.89,74210.35,0.00040,0,1,55.0,3.47,51.53
KXBTC15M-26APR141415-15,no,30,41,29.0,74763.91,74791.33,0.00037,0,1,70.0,2.94,67.06
KXBTC15M-26APR141330-30,no,23,58,19.0,74862.42,74835.96,0.00035,0,1,77.0,2.48,74.52
KXBTC15M-26APR140800-00,no,26,51,23.0,74370.09,74368.69,0.00002,1,0,-26.0,2.69,-28.69
KXBTC15M-26APR140745-45,no,24,54,22.0,74405.28,74400.83,0.00006,0,1,76.0,2.55,73.45
KXBTC15M-26APR140730-30,no,54,38,8.0,74421.45,74438.54,0.00023,0,1,46.0,3.48,42.52
KXBTC15M-26APR140100-00,no,38,38,24.0,74398.83,74411.16,0.00017,1,0,-38.0,3.30,-41.30
KXBTC15M-26APR132230-30,no,40,43,17.0,74485.56,74498.73,0.00018,0,1,60.0,3.36,56.64
KXBTC15M-26APR132145-45,yes,33,45,12.0,74315.14,74326.19,0.00015,1,1,67.0,3.10,63.90
KXBTC15M-26APR132130-30,no,23,42,35.0,74274.60,74294.07,0.00026,1,0,-23.0,2.48,-25.48
KXBTC15M-26APR131800-00,yes,46,60,14.0,73293.36,73271.37,0.00030,0,0,-46.0,3.48,-49.48
KXBTC15M-26APR131645-45,no,22,55,23.0,73154.57,73142.52,0.00016,1,0,-22.0,2.40,-24.40
KXBTC15M-26APR130800-00,no,36,37,27.0,70930.03,70949.97,0.00028,0,1,64.0,3.23,60.77
KXBTC15M-26APR130530-30,no,18,46,36.0,70715.93,70727.40,0.00016,1,0,-18.0,2.07,-20.07
KXBTC15M-26APR130515-15,no,28,56,16.0,70711.59,70695.13,0.00023,1,0,-28.0,2.82,-30.82
KXBTC15M-26APR130445-45,yes,5,58,53.0,70788.11,70777.70,0.00015,0,0,-5.0,0.67,-5.67
KXBTC15M-26APR130345-45,no,5,37,58.0,70716.77,70733.94,0.00024,1,0,-5.0,0.67,-5.67
KXBTC15M-26APR130245-45,no,23,51,26.0,71045.45,71044.73,0.00001,0,1,77.0,2.48,74.52
KXBTC15M-26APR130030-30,no,32,57,11.0,70972.99,70964.46,0.00012,1,0,-32.0,3.05,-35.05
KXBTC15M-26APR122300-00,no,46,38,16.0,71060.75,71081.90,0.00030,0,1,54.0,3.48,50.52
KXBTC15M-26APR122200-00,yes,29,59,30.0,71176.57,71163.48,0.00018,1,1,71.0,2.88,68.12
KXBTC15M-26APR122115-15,yes,30,53,23.0,71184.00,71177.44,0.00009,0,0,-30.0,2.94,-32.94
KXBTC15M-26APR121930-30,yes,30,55,25.0,70671.68,70657.16,0.00021,1,1,70.0,2.94,67.06
KXBTC15M-26APR121700-00,yes,20,41,21.0,71368.35,71385.69,0.00024,0,0,-20.0,2.24,-22.24
KXBTC15M-26APR121500-00,no,28,28,44.0,71125.83,71151.73,0.00036,1,0,-28.0,2.82,-30.82
KXBTC15M-26APR121415-15,no,14,50,36.0,71139.37,71139.44,0.00000,1,0,-14.0,1.69,-15.69
KXBTC15M-26APR121330-30,no,16,66,18.0,70976.08,70959.27,0.00024,1,0,-16.0,1.88,-17.88
KXBTC15M-26APR121315-15,no,9,60,31.0,70961.26,70948.06,0.00019,1,0,-9.0,1.15,-10.15
KXBTC15M-26APR121245-45,yes,12,30,18.0,70933.10,70960.51,0.00039,0,0,-12.0,1.48,-13.48
KXBTC15M-26APR120830-30,no,22,40,38.0,71412.67,71422.96,0.00014,1,0,-22.0,2.40,-24.40
KXBTC15M-26APR120630-30,no,16,41,43.0,71649.39,71660.51,0.00016,0,1,84.0,1.88,82.12
KXBTC15M-26APR120545-45,no,24,25,51.0,71623.83,71647.85,0.00034,0,1,76.0,2.55,73.45
KXBTC15M-26APR120530-30,no,10,49,41.0,71613.71,71614.57,0.00001,1,0,-10.0,1.26,-11.26
KXBTC15M-26APR120445-45,no,7,42,51.0,71719.58,71734.26,0.00020,1,0,-7.0,0.91,-7.91
KXBTC15M-26APR120200-00,no,10,32,58.0,71660.74,71683.00,0.00031,1,0,-10.0,1.26,-11.26
KXBTC15M-26APR120015-15,yes,20,51,31.0,71654.08,71650.00,0.00006,0,0,-20.0,2.24,-22.24
KXBTC15M-26APR112100-00,no,33,43,24.0,73045.31,73060.19,0.00020,1,0,-33.0,3.10,-36.10
KXBTC15M-26APR111900-00,yes,7,63,56.0,73386.65,73364.14,0.00031,1,1,93.0,0.91,92.09
KXBTC15M-26APR111545-45,no,20,42,38.0,73633.14,73652.82,0.00027,1,0,-20.0,2.24,-22.24
KXBTC15M-26APR111500-00,no,28,47,25.0,73504.86,73514.21,0.00013,1,0,-28.0,2.82,-30.82
KXBTC15M-26APR111345-45,no,8,63,29.0,73120.77,73095.34,0.00035,1,0,-8.0,1.03,-9.03
KXBTC15M-26APR111230-30,yes,40,67,27.0,72919.89,72904.46,0.00021,1,1,60.0,3.36,56.64
KXBTC15M-26APR111030-30,no,14,19,67.0,72713.99,72739.14,0.00035,1,0,-14.0,1.69,-15.69
KXBTC15M-26APR111000-00,no,52,39,9.0,72686.57,72706.91,0.00028,1,0,-52.0,3.49,-55.49
KXBTC15M-26APR110930-30,no,16,44,40.0,72640.63,72651.62,0.00015,1,0,-16.0,1.88,-17.88
KXBTC15M-26APR110815-15,no,28,46,26.0,72928.61,72930.80,0.00003,0,1,72.0,2.82,69.18
KXBTC15M-26APR110630-30,no,6,72,22.0,72861.66,72847.03,0.00020,1,0,-6.0,0.79,-6.79
KXBTC15M-26APR110430-30,yes,26,37,11.0,72796.99,72806.45,0.00013,0,0,-26.0,2.69,-28.69
KXBTC15M-26APR102315-15,no,8,53,39.0,72998.88,72995.82,0.00004,1,0,-8.0,1.03,-9.03
KXBTC15M-26APR102230-30,no,32,53,15.0,73009.63,73005.56,0.00006,1,0,-32.0,3.05,-35.05
KXBTC15M-26APR102215-15,yes,48,57,9.0,72978.99,72967.90,0.00015,1,1,52.0,3.49,48.51
KXBTC15M-26APR102030-30,yes,54,64,10.0,72921.81,72902.82,0.00026,1,1,46.0,3.48,42.52
KXBTC15M-26APR100815-15,no,40,39,21.0,72133.76,72149.07,0.00021,0,1,60.0,3.36,56.64
KXBTC15M-26APR100730-30,no,10,63,27.0,72141.81,72124.94,0.00023,1,0,-10.0,1.26,-11.26
KXBTC15M-26APR100345-45,yes,42,67,25.0,71756.78,71735.73,0.00029,0,0,-42.0,3.41,-45.41
KXBTC15M-26APR092330-30,yes,26,52,26.0,71909.12,71904.90,0.00006,0,0,-26.0,2.69,-28.69
KXBTC15M-26APR092230-30,yes,24,56,32.0,72250.58,72236.38,0.00020,0,0,-24.0,2.55,-26.55
KXBTC15M-26APR092100-00,no,28,54,18.0,71938.32,71927.52,0.00015,0,1,72.0,2.82,69.18
KXBTC15M-26APR092015-15,no,30,53,17.0,71801.91,71794.20,0.00011,0,1,70.0,2.94,67.06
KXBTC15M-26APR091930-30,no,43,49,8.0,71807.55,71811.25,0.00005,1,0,-43.0,3.43,-46.43
KXBTC15M-26APR091500-00,no,29,50,21.0,71840.77,71839.74,0.00001,1,0,-29.0,2.88,-31.88
KXBTC15M-26APR091300-00,yes,20,52,32.0,71980.41,71973.67,0.00009,1,1,80.0,2.24,77.76
KXBTC15M-26APR090200-00,yes,5,51,46.0,71057.75,71056.14,0.00002,0,0,-5.0,0.67,-5.67
KXBTC15M-26APR082330-30,no,43,43,14.0,70977.44,70989.53,0.00017,0,1,57.0,3.43,53.57
KXBTC15M-26APR082245-45,no,50,35,15.0,71019.70,71043.11,0.00033,0,1,50.0,3.50,46.50
KXBTC15M-26APR082100-00,yes,26,58,32.0,70819.93,70802.84,0.00024,1,1,74.0,2.69,71.31
KXBTC15M-26APR082015-15,yes,12,47,35.0,71113.05,71118.65,0.00008,0,0,-12.0,1.48,-13.48
KXBTC15M-26APR081215-15,no,45,42,13.0,71289.73,71305.68,0.00022,1,0,-45.0,3.47,-48.47
KXBTC15M-26APR081030-30,yes,34,54,20.0,71553.94,71536.01,0.00025,0,0,-34.0,3.14,-37.14
KXBTC15M-26APR080630-30,no,12,47,41.0,71604.03,71611.05,0.00010,1,0,-12.0,1.48,-13.48
KXBTC15M-26APR080600-00,no,8,59,33.0,71633.78,71614.41,0.00027,1,0,-8.0,1.03,-9.03
KXBTC15M-26APR080445-45,yes,36,52,16.0,71757.63,71755.83,0.00003,0,0,-36.0,3.23,-39.23
KXBTC15M-26APR071115-15,yes,46,57,11.0,67893.51,67871.61,0.00032,0,0,-46.0,3.48,-49.48
KXBTC15M-26APR070330-30,no,12,35,53.0,68532.16,68548.99,0.00025,1,0,-12.0,1.48,-13.48
KXBTC15M-26APR070315-15,yes,7,42,35.0,68570.20,68582.09,0.00017,0,0,-7.0,0.91,-7.91
KXBTC15M-26APR070115-15,yes,30,41,11.0,68843.15,68855.32,0.00018,0,0,-30.0,2.94,-32.94
KXBTC15M-26APR070100-00,no,14,66,20.0,68858.70,68834.40,0.00035,1,0,-14.0,1.69,-15.69
KXBTC15M-26APR070030-30,yes,12,43,31.0,68620.20,68634.26,0.00020,0,0,-12.0,1.48,-13.48
KXBTC15M-26APR061800-00,no,8,58,34.0,69482.18,69460.99,0.00030,1,0,-8.0,1.03,-9.03
KXBTC15M-26APR061615-15,yes,26,41,15.0,69719.91,69740.81,0.00030,0,0,-26.0,2.69,-28.69
KXBTC15M-26APR061600-00,yes,36,56,20.0,69775.31,69761.36,0.00020,0,0,-36.0,3.23,-39.23
KXBTC15M-26APR061415-15,yes,23,63,40.0,69607.02,69579.37,0.00040,1,1,77.0,2.48,74.52
KXBTC15M-26APR060830-30,no,32,58,10.0,69500.48,69486.69,0.00020,0,1,68.0,3.05,64.95
KXBTC15M-26APR060500-00,yes,17,40,23.0,69265.19,69282.32,0.00025,0,0,-17.0,1.98,-18.98
KXBTC15M-26APR060200-00,yes,23,56,33.0,69220.61,69206.34,0.00021,0,0,-23.0,2.48,-25.48
KXBTC15M-26APR052315-15,yes,11,49,38.0,69230.60,69233.08,0.00004,0,0,-11.0,1.37,-12.37
KXBTC15M-26APR051745-45,yes,53,61,8.0,67474.41,67459.02,0.00023,0,0,-53.0,3.49,-56.49
KXBTC15M-26APR051515-15,no,42,48,10.0,67375.77,67377.88,0.00003,1,0,-42.0,3.41,-45.41
KXBTC15M-26APR051430-30,yes,24,38,14.0,67298.64,67310.23,0.00017,0,0,-24.0,2.55,-26.55
KXBTC15M-26APR051200-00,yes,15,49,34.0,67406.71,67411.81,0.00008,0,0,-15.0,1.79,-16.79
KXBTC15M-26APR051100-00,yes,16,42,26.0,66935.89,66944.39,0.00013,0,0,-16.0,1.88,-17.88
KXBTC15M-26APR050930-30,no,6,34,60.0,66741.74,66765.27,0.00035,0,1,94.0,0.79,93.21
KXBTC15M-26APR050630-30,yes,52,74,22.0,66985.21,66964.30,0.00031,1,1,48.0,3.49,44.51
KXBTC15M-26APR050445-45,no,24,64,12.0,66882.36,66866.05,0.00024,0,1,76.0,2.55,73.45
KXBTC15M-26APR050145-45,yes,32,48,16.0,67076.79,67078.11,0.00002,0,0,-32.0,3.05,-35.05
KXBTC15M-26APR050100-00,yes,6,50,44.0,67119.80,67120.02,0.00000,0,0,-6.0,0.79,-6.79
KXBTC15M-26APR050015-15,yes,11,51,40.0,67119.47,67118.94,0.00001,0,0,-11.0,1.37,-12.37
KXBTC15M-26APR042345-45,yes,5,43,38.0,67145.65,67149.36,0.00006,0,0,-5.0,0.67,-5.67
KXBTC15M-26APR042330-30,no,38,47,15.0,67144.95,67146.35,0.00002,1,0,-38.0,3.30,-41.30
KXBTC15M-26APR042115-15,yes,12,51,39.0,67176.43,67175.80,0.00001,1,1,88.0,1.48,86.52
KXBTC15M-26APR042030-30,yes,24,59,35.0,67251.93,67245.47,0.00010,0,0,-24.0,2.55,-26.55
KXBTC15M-26APR041745-45,no,16,29,55.0,67261.49,67274.06,0.00019,1,0,-16.0,1.88,-17.88
KXBTC15M-26APR041700-00,yes,12,25,13.0,67265.80,67284.38,0.00028,0,0,-12.0,1.48,-13.48
KXBTC15M-26APR041545-45,yes,20,36,16.0,67341.27,67361.83,0.00031,0,0,-20.0,2.24,-22.24
KXBTC15M-26APR041415-15,yes,28,62,34.0,67348.89,67341.83,0.00010,0,0,-28.0,2.82,-30.82
KXBTC15M-26APR041400-00,yes,44,59,15.0,67334.59,67324.92,0.00014,1,1,56.0,3.45,52.55
KXBTC15M-26APR041215-15,yes,8,44,36.0,67367.17,67380.17,0.00019,0,0,-8.0,1.03,-9.03
KXBTC15M-26APR041030-30,yes,40,54,14.0,67203.82,67198.18,0.00008,1,1,60.0,3.36,56.64
KXBTC15M-26APR040930-30,no,42,42,16.0,67097.34,67101.79,0.00007,1,0,-42.0,3.41,-45.41
KXBTC15M-26APR040830-30,no,22,41,37.0,67110.40,67118.16,0.00012,0,1,78.0,2.40,75.60
KXBTC15M-26APR040800-00,yes,30,42,12.0,67134.67,67140.60,0.00009,1,1,70.0,2.94,67.06
KXBTC15M-26APR040615-15,yes,16,77,61.0,66984.14,66974.61,0.00014,0,0,-16.0,1.88,-17.88
KXBTC15M-26APR040430-30,no,14,67,19.0,67012.67,66999.43,0.00020,1,0,-14.0,1.69,-15.69
KXBTC15M-26APR040415-15,yes,24,46,22.0,67009.63,67012.95,0.00005,0,0,-24.0,2.55,-26.55
KXBTC15M-26APR040400-00,yes,34,60,26.0,67008.96,67002.22,0.00010,1,1,66.0,3.14,62.86
KXBTC15M-26APR040330-30,yes,9,19,10.0,66961.06,66987.67,0.00040,0,0,-9.0,1.15,-10.15
KXBTC15M-26APR040245-45,yes,46,61,15.0,66931.04,66924.56,0.00010,1,1,54.0,3.48,50.52
KXBTC15M-26APR040215-15,no,16,67,17.0,66929.31,66912.52,0.00025,1,0,-16.0,1.88,-17.88
KXBTC15M-26APR040130-30,yes,42,69,27.0,66889.61,66872.82,0.00025,0,0,-42.0,3.41,-45.41
KXBTC15M-26APR040115-15,no,14,62,24.0,66885.70,66861.61,0.00036,1,0,-14.0,1.69,-15.69
KXBTC15M-26APR040100-00,no,24,51,25.0,66859.89,66858.77,0.00002,1,0,-24.0,2.55,-26.55
KXBTC15M-26APR032245-45,no,24,53,23.0,66843.45,66836.00,0.00011,1,0,-24.0,2.55,-26.55
KXBTC15M-26APR032130-30,no,32,39,29.0,66858.53,66868.56,0.00015,1,0,-32.0,3.05,-35.05
KXBTC15M-26APR032115-15,no,12,59,29.0,66897.14,66888.84,0.00012,0,1,88.0,1.48,86.52
KXBTC15M-26APR032045-45,no,39,31,30.0,66920.31,66941.74,0.00032,0,1,61.0,3.33,57.67
KXBTC15M-26APR031745-45,no,44,47,9.0,66902.01,66903.96,0.00003,1,0,-44.0,3.45,-47.45
KXBTC15M-26APR031730-30,yes,48,65,17.0,66909.16,66898.32,0.00016,1,1,52.0,3.49,48.51
KXBTC15M-26APR031500-00,yes,11,30,19.0,66836.88,66856.01,0.00029,0,0,-11.0,1.37,-12.37
KXBTC15M-26APR031445-45,yes,22,72,50.0,66904.97,66884.42,0.00031,0,0,-22.0,2.40,-24.40
KXBTC15M-26APR031345-45,no,34,56,10.0,66885.73,66878.12,0.00011,1,0,-34.0,3.14,-37.14
KXBTC15M-26APR031200-00,yes,34,63,29.0,66863.20,66846.46,0.00025,1,1,66.0,3.14,62.86
KXBTC15M-26APR031130-30,yes,20,32,12.0,66936.92,66956.38,0.00029,0,0,-20.0,2.24,-22.24
KXBTC15M-26APR030830-30,yes,22,63,41.0,67011.26,66994.50,0.00025,1,1,78.0,2.40,75.60
KXBTC15M-26APR030800-00,yes,44,68,24.0,67028.65,67010.70,0.00027,0,0,-44.0,3.45,-47.45
KXBTC15M-26APR030500-00,no,38,49,13.0,66934.17,66935.78,0.00002,1,0,-38.0,3.30,-41.30
KXBTC15M-26APR030045-45,yes,40,60,20.0,66578.42,66560.88,0.00026,1,1,60.0,3.36,56.64
KXBTC15M-26APR021815-15,no,54,34,12.0,66910.99,66931.18,0.00030,0,1,46.0,3.48,42.52
KXBTC15M-26APR021745-45,yes,41,55,14.0,66846.22,66840.52,0.00009,0,0,-41.0,3.39,-44.39
KXBTC15M-26APR021700-00,yes,16,50,34.0,67009.51,67009.61,0.00000,0,0,-16.0,1.88,-17.88
KXBTC15M-26APR021530-30,yes,27,58,31.0,67068.38,67050.73,0.00026,0,0,-27.0,2.76,-29.76
KXBTC15M-26APR021115-15,yes,20,56,36.0,66921.59,66897.11,0.00037,0,0,-20.0,2.24,-22.24
KXBTC15M-26APR021100-00,yes,20,48,28.0,66952.70,66958.61,0.00009,0,0,-20.0,2.24,-22.24
KXBTC15M-26APR020700-00,yes,38,52,14.0,66471.02,66468.29,0.00004,0,0,-38.0,3.30,-41.30
KXBTC15M-26APR020545-45,yes,24,32,8.0,66456.50,66479.98,0.00035,0,0,-24.0,2.55,-26.55
KXBTC15M-26APR020530-30,yes,30,57,27.0,66425.91,66415.89,0.00015,1,1,70.0,2.94,67.06
KXBTC15M-26APR020200-00,yes,25,52,27.0,66574.87,66567.54,0.00011,1,1,75.0,2.63,72.38
KXBTC15M-26APR020115-15,no,42,45,13.0,66331.08,66348.00,0.00026,1,0,-42.0,3.41,-45.41
KXBTC15M-26APR020100-00,no,30,47,23.0,66282.77,66293.47,0.00016,1,0,-30.0,2.94,-32.94
KXBTC15M-26APR012000-00,no,36,38,26.0,68101.42,68121.38,0.00029,0,1,64.0,3.23,60.77
KXBTC15M-26APR011615-15,yes,10,44,34.0,68140.16,68156.35,0.00024,0,0,-10.0,1.26,-11.26
KXBTC15M-26APR011345-45,yes,24,48,24.0,68487.25,68493.66,0.00009,0,0,-24.0,2.55,-26.55
KXBTC15M-26APR011045-45,yes,22,50,28.0,68486.45,68486.52,0.00000,0,0,-22.0,2.40,-24.40
KXBTC15M-26APR010915-15,yes,18,47,29.0,68337.17,68349.85,0.00019,1,1,82.0,2.07,79.93
KXBTC15M-26APR010745-45,no,30,41,29.0,68563.93,68576.73,0.00019,0,1,70.0,2.94,67.06
KXBTC15M-26APR010700-00,no,13,55,32.0,68524.80,68519.72,0.00007,1,0,-13.0,1.58,-14.58
