ticker,side,entry_c,exit_reason,exit_c,gross_c,fee_c,net_c,settle_yes
KXBTC15M-26APR201545-45,no,21,SL_HIT,2,-19.0,1.35,-20.35,1
KXBTC15M-26APR201145-45,yes,28,TP_FILL,54,26.0,3.15,22.85,0
KXBTC15M-26APR201045-45,no,73,TP_FILL,93,20.0,1.84,18.16,0
KXBTC15M-26APR200945-45,no,20,SL_HIT,7,-13.0,1.76,-14.76,1
KXBTC15M-26APR200630-30,yes,28,SL_HIT,14,-14.0,2.59,-16.59,0
KXBTC15M-26APR200545-45,no,6,PRE_EXPIRY,1,-5.0,0.49,-5.49,1
KXBTC15M-26APR200530-30,no,26,TP_FILL,52,26.0,3.09,22.91,0
KXBTC15M-26APR200000-00,no,13,SL_HIT,1,-12.0,0.89,-12.89,1
KXBTC15M-26APR192300-00,no,40,TP_FILL,53,13.0,3.42,9.58,0
KXBTC15M-26APR192230-30,no,14,SL_HIT,1,-13.0,0.94,-13.94,1
KXBTC15M-26APR192115-15,yes,32,TP_FILL,40,8.0,3.20,4.80,1
KXBTC15M-26APR191630-30,yes,5,PRE_EXPIRY,2,-3.0,0.52,-3.52,0
KXBTC15M-26APR191545-45,no,41,SL_HIT,6,-35.0,2.25,-37.25,1
KXBTC15M-26APR191530-30,yes,9,PRE_EXPIRY,49,40.0,3.02,36.98,1
KXBTC15M-26APR191345-45,no,77,TP_FILL,93,16.0,1.70,14.30,0
KXBTC15M-26APR191330-30,yes,30,TP_FILL,42,12.0,3.18,8.82,1
KXBTC15M-26APR191245-45,no,19,TP_FILL,41,22.0,2.77,19.23,0
KXBTC15M-26APR191045-45,yes,30,TP_FILL,51,21.0,3.22,17.78,1
KXBTC15M-26APR190730-30,yes,53,SL_HIT,28,-25.0,3.72,-28.72,0
KXBTC15M-26APR190645-45,yes,27,SL_HIT,8,-19.0,2.10,-21.10,1
KXBTC15M-26APR190600-00,no,80,TP_FILL,99,19.0,1.19,17.81,0
KXBTC15M-26APR190130-30,no,43,SL_HIT,5,-38.0,2.18,-40.18,1
KXBTC15M-26APR181915-15,no,34,SL_HIT,10,-24.0,2.45,-26.45,1
KXBTC15M-26APR181900-00,no,11,SL_HIT,2,-9.0,0.88,-9.88,1
KXBTC15M-26APR181800-00,no,9,SL_HIT,1,-8.0,0.67,-8.67,1
KXBTC15M-26APR181645-45,no,13,SL_HIT,1,-12.0,0.89,-12.89,1
KXBTC15M-26APR181630-30,no,48,SL_HIT,38,-10.0,4.06,-14.06,1
KXBTC15M-26APR181330-30,no,36,SL_HIT,21,-15.0,3.24,-18.24,1
KXBTC15M-26APR181115-15,no,78,TP_FILL,96,18.0,1.47,16.53,0
KXBTC15M-26APR180415-15,no,45,TP_FILL,72,27.0,3.14,23.86,0
KXBTC15M-26APR180100-00,no,26,SL_HIT,1,-25.0,1.44,-26.44,1
KXBTC15M-26APR171715-15,no,41,SL_HIT,30,-11.0,3.75,-14.75,1
KXBTC15M-26APR171700-00,no,14,SL_HIT,5,-9.0,1.31,-10.31,1
KXBTC15M-26APR171100-00,no,69,TP_FILL,77,8.0,2.74,5.26,1
KXBTC15M-26APR170945-45,no,65,SL_HIT,48,-17.0,4.04,-21.04,1
KXBTC15M-26APR170745-45,no,31,TP_FILL,62,31.0,3.15,27.85,0
KXBTC15M-26APR170430-30,yes,44,TP_FILL,72,28.0,3.14,24.86,1
KXBTC15M-26APR170345-45,no,24,PRE_EXPIRY,44,20.0,3.69,16.31,1
KXBTC15M-26APR170230-30,no,15,SL_HIT,3,-12.0,1.18,-13.18,1
KXBTC15M-26APR162315-15,yes,8,TP_FILL,39,31.0,2.18,28.82,1
KXBTC15M-26APR162045-45,no,29,SL_HIT,18,-11.0,2.89,-13.89,1
KXBTC15M-26APR161845-45,yes,49,TP_FILL,62,13.0,3.40,9.60,0
KXBTC15M-26APR161800-00,no,45,TP_FILL,54,9.0,3.47,5.53,0
KXBTC15M-26APR161745-45,no,27,SL_HIT,10,-17.0,2.26,-19.26,1
KXBTC15M-26APR161215-15,yes,59,TP_FILL,80,21.0,2.81,18.19,0
KXBTC15M-26APR161100-00,no,40,TP_FILL,54,14.0,3.42,10.58,0
KXBTC15M-26APR160700-00,yes,15,SL_HIT,1,-14.0,0.99,-14.99,0
KXBTC15M-26APR160645-45,no,50,TP_FILL,58,8.0,3.46,4.54,0
KXBTC15M-26APR151900-00,no,42,TP_FILL,87,45.0,2.50,42.50,0
KXBTC15M-26APR151530-30,no,48,SETTLE_LOSS,0,-48.0,1.75,-49.75,1
KXBTC15M-26APR151430-30,yes,45,SL_HIT,24,-21.0,3.52,-24.52,0
KXBTC15M-26APR151345-45,yes,21,SL_HIT,7,-14.0,1.80,-15.80,0
KXBTC15M-26APR150900-00,no,49,TP_FILL,62,13.0,3.40,9.60,0
KXBTC15M-26APR150830-30,no,28,TP_FILL,63,35.0,3.04,31.96,0
KXBTC15M-26APR150815-15,yes,22,TP_FILL,35,13.0,2.79,10.21,1
KXBTC15M-26APR150545-45,yes,27,TP_FILL,36,9.0,2.99,6.01,1
KXBTC15M-26APR150045-45,no,33,SL_HIT,20,-13.0,3.12,-16.12,1
KXBTC15M-26APR150015-15,no,22,SL_HIT,8,-14.0,1.92,-15.92,1
KXBTC15M-26APR150000-00,no,11,SL_HIT,1,-10.0,0.78,-10.78,1
KXBTC15M-26APR141915-15,no,43,SL_HIT,29,-14.0,3.73,-17.73,1
KXBTC15M-26APR141545-45,no,45,SL_HIT,6,-39.0,2.29,-41.29,0
KXBTC15M-26APR141415-15,no,30,TP_FILL,58,28.0,3.18,24.82,0
KXBTC15M-26APR141330-30,no,23,TP_FILL,41,18.0,2.93,15.07,0
KXBTC15M-26APR140800-00,no,26,SL_HIT,17,-9.0,2.73,-11.73,1
KXBTC15M-26APR140745-45,no,25,SL_HIT,11,-14.0,2.27,-16.27,0
KXBTC15M-26APR140100-00,no,38,SL_HIT,21,-17.0,3.28,-20.28,1
KXBTC15M-26APR132230-30,no,40,SL_HIT,31,-9.0,3.78,-12.78,0
KXBTC15M-26APR132145-45,yes,33,SL_HIT,24,-9.0,3.34,-12.34,1
KXBTC15M-26APR132130-30,no,23,SL_HIT,1,-22.0,1.34,-23.34,1
KXBTC15M-26APR131800-00,yes,45,SL_HIT,15,-30.0,2.98,-32.98,0
KXBTC15M-26APR131645-45,no,22,SL_HIT,1,-21.0,1.30,-22.30,1
KXBTC15M-26APR131245-45,yes,76,TP_FILL,84,8.0,2.22,5.78,1
KXBTC15M-26APR131130-30,yes,55,SL_HIT,46,-9.0,4.17,-13.17,1
KXBTC15M-26APR130800-00,no,36,TP_FILL,62,26.0,3.26,22.74,0
KXBTC15M-26APR130530-30,no,18,SL_HIT,9,-9.0,1.84,-10.84,1
KXBTC15M-26APR130515-15,no,28,SL_HIT,11,-17.0,2.37,-19.37,1
KXBTC15M-26APR130500-00,no,34,SL_HIT,6,-28.0,2.12,-30.12,1
KXBTC15M-26APR130445-45,yes,5,PRE_EXPIRY,1,-4.0,0.43,-4.43,0
KXBTC15M-26APR130345-45,no,5,PRE_EXPIRY,1,-4.0,0.43,-4.43,1
KXBTC15M-26APR130245-45,no,23,TP_FILL,48,25.0,2.99,22.01,0
KXBTC15M-26APR130030-30,no,32,SL_HIT,13,-19.0,2.63,-21.63,1
KXBTC15M-26APR122300-00,no,47,SL_HIT,36,-11.0,4.00,-15.00,0
KXBTC15M-26APR122200-00,yes,28,TP_FILL,58,30.0,3.12,26.88,1
KXBTC15M-26APR122115-15,yes,30,TP_FILL,52,22.0,3.22,18.78,0
KXBTC15M-26APR122045-45,yes,73,TP_FILL,91,18.0,1.95,16.05,1
KXBTC15M-26APR121930-30,yes,29,TP_FILL,54,25.0,3.18,21.82,1
KXBTC15M-26APR121700-00,yes,20,SL_HIT,6,-14.0,1.67,-15.67,0
KXBTC15M-26APR121500-00,no,28,SL_HIT,2,-26.0,1.60,-27.60,1
KXBTC15M-26APR121415-15,no,14,SL_HIT,1,-13.0,0.94,-13.94,1
KXBTC15M-26APR121330-30,no,16,SL_HIT,5,-11.0,1.41,-12.41,1
KXBTC15M-26APR121315-15,no,9,TP_FILL,39,30.0,2.24,27.76,1
KXBTC15M-26APR121245-45,yes,11,SL_HIT,1,-10.0,0.78,-10.78,0
KXBTC15M-26APR120830-30,no,23,SL_HIT,9,-14.0,2.04,-16.04,1
KXBTC15M-26APR120630-30,no,17,TP_FILL,58,41.0,2.69,38.31,0
KXBTC15M-26APR120545-45,no,24,TP_FILL,74,50.0,2.62,47.38,0
KXBTC15M-26APR120530-30,no,11,SL_HIT,1,-10.0,0.78,-10.78,1
KXBTC15M-26APR120445-45,no,7,PRE_EXPIRY,1,-6.0,0.55,-6.55,1
KXBTC15M-26APR120200-00,no,10,SL_HIT,1,-9.0,0.73,-9.73,1
KXBTC15M-26APR120015-15,yes,19,SL_HIT,6,-13.0,1.63,-14.63,0
KXBTC15M-26APR112100-00,no,33,SL_HIT,1,-32.0,1.64,-33.64,1
KXBTC15M-26APR111900-00,yes,6,TP_FILL,62,56.0,2.04,53.96,1
KXBTC15M-26APR111545-45,no,20,SL_HIT,6,-14.0,1.67,-15.67,1
KXBTC15M-26APR111500-00,no,28,SL_HIT,14,-14.0,2.59,-16.59,1
KXBTC15M-26APR111345-45,no,8,SL_HIT,1,-7.0,0.61,-7.61,1
KXBTC15M-26APR111230-30,yes,40,TP_FILL,66,26.0,3.25,22.75,1
KXBTC15M-26APR111030-30,no,14,SL_HIT,5,-9.0,1.31,-10.31,1
KXBTC15M-26APR111000-00,no,53,SL_HIT,32,-21.0,3.88,-24.88,1
KXBTC15M-26APR110930-30,no,16,SL_HIT,2,-14.0,1.13,-15.13,1
KXBTC15M-26APR110815-15,no,28,SL_HIT,8,-20.0,2.13,-22.13,0
KXBTC15M-26APR110630-30,no,7,PRE_EXPIRY,1,-6.0,0.55,-6.55,1
KXBTC15M-26APR110430-30,yes,25,SL_HIT,12,-13.0,2.35,-15.35,0
KXBTC15M-26APR110045-45,no,5,PRE_EXPIRY,1,-4.0,0.43,-4.43,1
KXBTC15M-26APR102315-15,no,8,SL_HIT,1,-7.0,0.61,-7.61,1
KXBTC15M-26APR102230-30,no,33,SL_HIT,7,-26.0,2.19,-28.19,1
KXBTC15M-26APR102215-15,yes,48,TP_FILL,56,8.0,3.47,4.53,1
KXBTC15M-26APR102030-30,yes,53,TP_FILL,63,10.0,3.38,6.62,1
KXBTC15M-26APR101145-45,no,76,TP_FILL,89,13.0,1.96,11.04,0
KXBTC15M-26APR100830-30,yes,65,SL_HIT,39,-26.0,3.92,-29.92,0
KXBTC15M-26APR100815-15,no,40,TP_FILL,60,20.0,3.36,16.64,0
KXBTC15M-26APR100730-30,no,10,SL_HIT,1,-9.0,0.73,-9.73,1
KXBTC15M-26APR100345-45,yes,42,SL_HIT,21,-21.0,3.33,-24.33,0
KXBTC15M-26APR092330-30,yes,26,SL_HIT,17,-9.0,2.73,-11.73,0
KXBTC15M-26APR092230-30,yes,24,TP_FILL,55,31.0,3.01,27.99,0
KXBTC15M-26APR092100-00,no,29,TP_FILL,45,16.0,3.17,12.83,0
KXBTC15M-26APR092015-15,no,30,SL_HIT,21,-9.0,3.10,-12.10,0
KXBTC15M-26APR091930-30,no,43,TP_FILL,51,8.0,3.47,4.54,1
KXBTC15M-26APR091730-30,no,66,TP_FILL,91,25.0,2.14,22.86,0
KXBTC15M-26APR091500-00,no,29,SL_HIT,16,-13.0,2.76,-15.76,1
KXBTC15M-26APR091300-00,yes,20,TP_FILL,51,31.0,2.87,28.13,1
KXBTC15M-26APR090200-00,yes,5,PRE_EXPIRY,1,-4.0,0.43,-4.43,0
KXBTC15M-26APR082330-30,no,43,TP_FILL,56,13.0,3.44,9.56,0
KXBTC15M-26APR082245-45,no,50,TP_FILL,64,14.0,3.36,10.64,0
KXBTC15M-26APR082100-00,yes,26,TP_FILL,57,31.0,3.06,27.94,1
KXBTC15M-26APR082015-15,yes,12,SL_HIT,3,-9.0,1.02,-10.02,0
KXBTC15M-26APR081515-15,yes,78,TP_FILL,87,9.0,1.99,7.01,1
KXBTC15M-26APR081215-15,no,45,SL_HIT,21,-24.0,3.36,-27.36,1
KXBTC15M-26APR081030-30,yes,33,TP_FILL,53,20.0,3.29,16.71,0
KXBTC15M-26APR080630-30,no,12,SL_HIT,3,-9.0,1.02,-10.02,1
KXBTC15M-26APR080600-00,no,9,SL_HIT,1,-8.0,0.67,-8.67,1
KXBTC15M-26APR080545-45,yes,43,SL_HIT,13,-30.0,2.82,-32.82,0
KXBTC15M-26APR080445-45,yes,36,SL_HIT,12,-24.0,2.65,-26.65,0
KXBTC15M-26APR071200-00,yes,75,TP_FILL,95,20.0,1.65,18.36,1
KXBTC15M-26APR071115-15,yes,45,TP_FILL,56,11.0,3.46,7.54,0
KXBTC15M-26APR070900-00,yes,60,TP_FILL,99,39.0,1.75,37.25,1
KXBTC15M-26APR070630-30,no,23,TP_FILL,91,68.0,1.81,66.19,0
KXBTC15M-26APR070330-30,no,12,SL_HIT,1,-11.0,0.84,-11.84,1
KXBTC15M-26APR070315-15,yes,6,PRE_EXPIRY,1,-5.0,0.49,-5.49,0
KXBTC15M-26APR070115-15,yes,30,SL_HIT,6,-24.0,2.02,-26.02,0
KXBTC15M-26APR070100-00,no,15,SL_HIT,3,-12.0,1.18,-13.18,1
KXBTC15M-26APR070030-30,yes,11,SL_HIT,1,-10.0,0.78,-10.78,0
KXBTC15M-26APR061815-15,yes,52,PRE_EXPIRY,88,36.0,2.78,33.22,1
KXBTC15M-26APR061800-00,no,9,SL_HIT,1,-8.0,0.67,-8.67,1
KXBTC15M-26APR061615-15,yes,25,SL_HIT,16,-9.0,2.63,-11.63,0
KXBTC15M-26APR061600-00,yes,35,SL_HIT,4,-31.0,1.97,-32.97,0
KXBTC15M-26APR061415-15,yes,23,TP_FILL,62,39.0,2.89,36.11,1
KXBTC15M-26APR061300-00,no,76,TP_FILL,91,15.0,1.85,13.15,0
KXBTC15M-26APR060830-30,no,33,TP_FILL,41,8.0,3.24,4.76,0
KXBTC15M-26APR060500-00,yes,17,SL_HIT,6,-11.0,1.54,-12.54,0
KXBTC15M-26APR060200-00,yes,23,SL_HIT,13,-10.0,2.35,-12.35,0
KXBTC15M-26APR052315-15,yes,11,SL_HIT,2,-9.0,0.88,-9.88,0
KXBTC15M-26APR052145-45,yes,17,SL_HIT,5,-12.0,1.45,-13.45,0
KXBTC15M-26APR052045-45,yes,69,TP_FILL,78,9.0,2.70,6.30,1
KXBTC15M-26APR051915-15,yes,75,TP_FILL,86,11.0,2.16,8.84,1
KXBTC15M-26APR051745-45,yes,53,TP_FILL,61,8.0,3.41,4.59,0
KXBTC15M-26APR051515-15,no,42,TP_FILL,51,9.0,3.45,5.55,1
KXBTC15M-26APR051430-30,yes,23,SL_HIT,9,-14.0,2.04,-16.04,0
KXBTC15M-26APR051200-00,yes,14,SL_HIT,4,-10.0,1.22,-11.22,0
KXBTC15M-26APR051100-00,yes,16,SL_HIT,5,-11.0,1.41,-12.41,0
KXBTC15M-26APR050930-30,no,7,TP_FILL,65,58.0,2.05,55.95,0
KXBTC15M-26APR050630-30,yes,51,TP_FILL,73,22.0,3.13,18.87,1
KXBTC15M-26APR050445-45,no,25,TP_FILL,35,10.0,2.91,7.09,0
KXBTC15M-26APR050145-45,yes,32,SL_HIT,23,-9.0,3.26,-12.26,0
KXBTC15M-26APR050100-00,yes,5,PRE_EXPIRY,1,-4.0,0.43,-4.43,0
KXBTC15M-26APR050015-15,yes,10,SL_HIT,1,-9.0,0.73,-9.73,0
KXBTC15M-26APR042345-45,yes,5,PRE_EXPIRY,1,-4.0,0.43,-4.43,0
KXBTC15M-26APR042330-30,no,39,TP_FILL,52,13.0,3.41,9.59,1
KXBTC15M-26APR042115-15,yes,12,TP_FILL,50,38.0,2.49,35.51,1
KXBTC15M-26APR042030-30,yes,23,SL_HIT,4,-19.0,1.62,-20.62,0
KXBTC15M-26APR041745-45,no,16,SL_HIT,2,-14.0,1.13,-15.13,1
KXBTC15M-26APR041700-00,yes,11,SL_HIT,2,-9.0,0.88,-9.88,0
KXBTC15M-26APR041545-45,yes,20,SL_HIT,1,-19.0,1.22,-20.22,0
KXBTC15M-26APR041415-15,yes,28,SL_HIT,5,-23.0,1.88,-24.88,0
KXBTC15M-26APR041400-00,yes,44,TP_FILL,58,14.0,3.43,10.57,1
KXBTC15M-26APR041215-15,yes,8,SL_HIT,1,-7.0,0.61,-7.61,0
KXBTC15M-26APR041030-30,yes,39,TP_FILL,53,14.0,3.41,10.59,1
KXBTC15M-26APR040930-30,no,42,SL_HIT,11,-31.0,2.66,-33.66,1
KXBTC15M-26APR040830-30,no,22,SL_HIT,4,-18.0,1.58,-19.58,0
KXBTC15M-26APR040800-00,yes,30,SL_HIT,17,-13.0,2.85,-15.85,1
KXBTC15M-26APR040615-15,yes,15,SL_HIT,2,-13.0,1.08,-14.08,0
KXBTC15M-26APR040430-30,no,14,SL_HIT,1,-13.0,0.94,-13.94,1
KXBTC15M-26APR040415-15,yes,24,TP_FILL,45,21.0,3.01,17.99,0
KXBTC15M-26APR040400-00,yes,33,TP_FILL,59,26.0,3.24,22.76,1
KXBTC15M-26APR040330-30,yes,9,SL_HIT,1,-8.0,0.67,-8.67,0
KXBTC15M-26APR040245-45,yes,45,TP_FILL,60,15.0,3.41,11.59,1
KXBTC15M-26APR040215-15,no,16,SL_HIT,3,-13.0,1.23,-14.23,1
KXBTC15M-26APR040130-30,yes,42,SL_HIT,16,-26.0,3.02,-29.02,0
KXBTC15M-26APR040115-15,no,14,SL_HIT,1,-13.0,0.94,-13.94,1
KXBTC15M-26APR040100-00,no,24,SL_HIT,8,-16.0,2.00,-18.00,1
KXBTC15M-26APR032245-45,no,25,TP_FILL,46,21.0,3.05,17.95,1
KXBTC15M-26APR032130-30,no,32,TP_FILL,60,28.0,3.20,24.80,1
KXBTC15M-26APR032115-15,no,12,TP_FILL,40,28.0,2.42,25.58,0
KXBTC15M-26APR032045-45,no,39,TP_FILL,68,29.0,3.19,25.81,0
KXBTC15M-26APR031745-45,no,44,SL_HIT,26,-18.0,3.61,-21.61,1
KXBTC15M-26APR031730-30,yes,47,TP_FILL,64,17.0,3.36,13.64,1
KXBTC15M-26APR031500-00,yes,11,SL_HIT,2,-9.0,0.88,-9.88,0
KXBTC15M-26APR031445-45,yes,22,SL_HIT,5,-17.0,1.67,-18.67,0
KXBTC15M-26APR031345-45,no,35,TP_FILL,43,8.0,3.31,4.69,1
KXBTC15M-26APR031200-00,yes,33,TP_FILL,62,29.0,3.20,25.80,1
KXBTC15M-26APR031130-30,yes,20,SL_HIT,10,-10.0,2.00,-12.00,0
KXBTC15M-26APR030830-30,yes,22,TP_FILL,62,40.0,2.85,37.15,1
KXBTC15M-26APR030800-00,yes,43,SL_HIT,5,-38.0,2.18,-40.18,0
KXBTC15M-26APR030500-00,no,38,TP_FILL,50,12.0,3.40,8.60,1
KXBTC15M-26APR030045-45,yes,39,TP_FILL,59,20.0,3.36,16.64,1
KXBTC15M-26APR021815-15,no,55,SL_HIT,30,-25.0,3.79,-28.79,0
KXBTC15M-26APR021745-45,yes,41,TP_FILL,54,13.0,3.43,9.57,0
KXBTC15M-26APR021700-00,yes,15,SL_HIT,5,-10.0,1.36,-11.36,0
KXBTC15M-26APR021530-30,yes,27,TP_FILL,57,30.0,3.10,26.90,0
KXBTC15M-26APR021115-15,yes,19,TP_FILL,55,36.0,2.81,33.19,0
KXBTC15M-26APR021100-00,yes,19,PRE_EXPIRY,26,7.0,2.96,4.04,0
KXBTC15M-26APR020700-00,yes,38,SL_HIT,18,-20.0,3.10,-23.10,0
KXBTC15M-26APR020545-45,yes,23,TP_FILL,31,8.0,2.74,5.26,0
KXBTC15M-26APR020530-30,yes,30,TP_FILL,56,26.0,3.19,22.81,1
KXBTC15M-26APR020200-00,yes,25,TP_FILL,51,26.0,3.06,22.94,1
KXBTC15M-26APR020115-15,no,42,TP_FILL,54,12.0,3.44,8.56,1
KXBTC15M-26APR020100-00,no,31,SL_HIT,5,-26.0,1.96,-27.96,1
KXBTC15M-26APR012015-15,yes,80,TP_FILL,94,14.0,1.51,12.49,1
KXBTC15M-26APR012000-00,no,37,TP_FILL,61,24.0,3.30,20.70,0
KXBTC15M-26APR011615-15,yes,10,SL_HIT,1,-9.0,0.73,-9.73,0
KXBTC15M-26APR011345-45,yes,24,SL_HIT,11,-13.0,2.24,-15.24,0
KXBTC15M-26APR011045-45,yes,22,SL_HIT,4,-18.0,1.58,-19.58,0
KXBTC15M-26APR010945-45,no,62,TP_FILL,80,18.0,2.77,15.23,0
KXBTC15M-26APR010915-15,yes,18,TP_FILL,46,28.0,2.77,25.23,1
KXBTC15M-26APR010745-45,no,30,TP_FILL,58,28.0,3.18,24.82,0
KXBTC15M-26APR010700-00,no,13,TP_FILL,44,31.0,2.52,28.48,1
KXBTC15M-26APR010645-45,yes,18,TP_FILL,64,46.0,2.65,43.35,1
KXBTC15M-26APR010630-30,no,31,TP_FILL,69,38.0,2.99,35.01,0
KXBTC15M-26APR010530-30,yes,12,TP_FILL,52,40.0,2.49,37.51,1
KXBTC15M-26APR010300-00,no,42,SL_HIT,32,-10.0,3.84,-13.84,1
KXBTC15M-26APR010115-15,yes,13,SL_HIT,1,-12.0,0.89,-12.89,1
KXBTC15M-26APR010030-30,yes,74,TP_FILL,97,23.0,1.55,21.45,1
KXBTC15M-26MAR312200-00,yes,22,SL_HIT,9,-13.0,2.00,-15.00,0
KXBTC15M-26MAR312030-30,yes,15,SL_HIT,6,-9.0,1.45,-10.45,0
KXBTC15M-26MAR311915-15,yes,76,SL_HIT,51,-25.0,3.73,-28.73,1
KXBTC15M-26MAR311845-45,yes,14,TP_FILL,49,35.0,2.59,32.41,1
KXBTC15M-26MAR311830-30,no,35,TP_FILL,49,14.0,3.34,10.66,0
KXBTC15M-26MAR311730-30,yes,20,TP_FILL,54,34.0,2.86,31.14,1
KXBTC15M-26MAR311600-00,yes,63,SL_HIT,18,-45.0,3.08,-48.08,1
KXBTC15M-26MAR311530-30,yes,18,SL_HIT,1,-17.0,1.13,-18.13,0
KXBTC15M-26MAR311515-15,yes,64,TP_FILL,97,33.0,1.82,31.18,1
KXBTC15M-26MAR311315-15,yes,66,TP_FILL,83,17.0,2.56,14.44,1
KXBTC15M-26MAR311145-45,yes,79,SL_HIT,66,-13.0,3.36,-16.36,0
KXBTC15M-26MAR310930-30,yes,37,SL_HIT,23,-14.0,3.37,-17.37,0
KXBTC15M-26MAR310830-30,yes,78,TP_FILL,89,11.0,1.89,9.11,1
KXBTC15M-26MAR310515-15,yes,25,SL_HIT,9,-16.0,2.12,-18.12,0
KXBTC15M-26MAR310345-45,yes,60,TP_FILL,88,28.0,2.42,25.58,1
KXBTC15M-26MAR310230-30,yes,24,SL_HIT,1,-23.0,1.37,-24.37,0
KXBTC15M-26MAR310015-15,yes,29,SL_HIT,17,-12.0,2.82,-14.82,0
KXBTC15M-26MAR302330-30,yes,7,PRE_EXPIRY,1,-6.0,0.55,-6.55,0
KXBTC15M-26MAR302315-15,yes,30,SL_HIT,7,-23.0,2.11,-25.11,0
KXBTC15M-26MAR302300-00,yes,67,SL_HIT,47,-20.0,3.99,-23.99,1
KXBTC15M-26MAR302215-15,yes,18,SL_HIT,5,-13.0,1.50,-14.50,0
KXBTC15M-26MAR301945-45,yes,39,SL_HIT,21,-18.0,3.29,-21.29,1
KXBTC15M-26MAR301800-00,yes,12,SL_HIT,1,-11.0,0.84,-11.84,0
KXBTC15M-26MAR301700-00,yes,44,TP_FILL,53,9.0,3.47,5.53,0
KXBTC15M-26MAR301645-45,yes,46,SL_HIT,31,-15.0,3.84,-18.84,1
KXBTC15M-26MAR301545-45,yes,73,SL_HIT,53,-20.0,3.82,-23.82,1
KXBTC15M-26MAR301315-15,yes,25,SL_HIT,4,-21.0,1.69,-22.69,0
KXBTC15M-26MAR300945-45,yes,40,SL_HIT,17,-23.0,3.06,-26.06,0
KXBTC15M-26MAR300845-45,yes,50,SL_HIT,29,-21.0,3.77,-24.77,1
KXBTC15M-26MAR300830-30,yes,77,SL_HIT,43,-34.0,3.64,-37.64,1
KXBTC15M-26MAR300615-15,yes,16,SL_HIT,2,-14.0,1.13,-15.13,0
KXBTC15M-26MAR300530-30,yes,15,SL_HIT,4,-11.0,1.27,-12.27,0
