ticker,side,entry_c,exit_reason,exit_c,gross_c,fee_c,net_c,settle_yes
KXBTC15M-26APR192230-30,no,14,PRE_EXPIRY,1,-13.0,0.94,-13.94,1
KXBTC15M-26APR192115-15,yes,32,TP_FILL,40,8.0,3.20,4.80,1
KXBTC15M-26APR191630-30,yes,5,PRE_EXPIRY,2,-3.0,0.52,-3.52,0
KXBTC15M-26APR191545-45,no,41,PRE_EXPIRY,3,-38.0,1.98,-39.98,1
KXBTC15M-26APR191530-30,yes,9,PRE_EXPIRY,49,40.0,3.02,36.98,1
KXBTC15M-26APR191330-30,yes,30,TP_FILL,42,12.0,3.18,8.82,1
KXBTC15M-26APR191245-45,no,19,TP_FILL,41,22.0,2.77,19.23,0
KXBTC15M-26APR191045-45,yes,30,TP_FILL,51,21.0,3.22,17.78,1
KXBTC15M-26APR190645-45,yes,27,TP_FILL,42,15.0,3.08,11.92,1
KXBTC15M-26APR190130-30,no,43,PRE_EXPIRY,6,-37.0,2.27,-39.27,1
KXBTC15M-26APR181915-15,no,34,PRE_EXPIRY,9,-25.0,2.37,-27.37,1
KXBTC15M-26APR181900-00,no,11,PRE_EXPIRY,1,-10.0,0.78,-10.78,1
KXBTC15M-26APR181800-00,no,9,PRE_EXPIRY,1,-8.0,0.67,-8.67,1
KXBTC15M-26APR181645-45,no,13,PRE_EXPIRY,1,-12.0,0.89,-12.89,1
KXBTC15M-26APR181630-30,no,48,PRE_EXPIRY,1,-47.0,1.84,-48.84,1
KXBTC15M-26APR181330-30,no,36,PRE_EXPIRY,1,-35.0,1.71,-36.71,1
KXBTC15M-26APR180415-15,no,45,TP_FILL,72,27.0,3.14,23.86,0
KXBTC15M-26APR180100-00,no,26,PRE_EXPIRY,1,-25.0,1.44,-26.44,1
KXBTC15M-26APR171715-15,no,41,PRE_EXPIRY,1,-40.0,1.79,-41.79,1
KXBTC15M-26APR171700-00,no,14,PRE_EXPIRY,1,-13.0,0.94,-13.94,1
KXBTC15M-26APR170745-45,no,31,TP_FILL,62,31.0,3.15,27.85,0
KXBTC15M-26APR170430-30,yes,44,TP_FILL,72,28.0,3.14,24.86,1
KXBTC15M-26APR170345-45,no,24,PRE_EXPIRY,44,20.0,3.69,16.31,1
KXBTC15M-26APR170230-30,no,15,PRE_EXPIRY,1,-14.0,0.99,-14.99,1
KXBTC15M-26APR162315-15,yes,8,TP_FILL,39,31.0,2.18,28.82,1
KXBTC15M-26APR162045-45,no,29,PRE_EXPIRY,3,-26.0,1.73,-27.73,1
KXBTC15M-26APR161845-45,yes,49,TP_FILL,62,13.0,3.40,9.60,0
KXBTC15M-26APR161800-00,no,45,TP_FILL,54,9.0,3.47,5.53,0
KXBTC15M-26APR161745-45,no,27,PRE_EXPIRY,3,-24.0,1.66,-25.66,1
KXBTC15M-26APR161100-00,no,40,TP_FILL,54,14.0,3.42,10.58,0
KXBTC15M-26APR160700-00,yes,15,PRE_EXPIRY,1,-14.0,0.99,-14.99,0
KXBTC15M-26APR160645-45,no,50,TP_FILL,58,8.0,3.46,4.54,0
KXBTC15M-26APR151530-30,no,48,SETTLE_LOSS,0,-48.0,1.75,-49.75,1
KXBTC15M-26APR151430-30,yes,45,PRE_EXPIRY,1,-44.0,1.83,-45.83,0
KXBTC15M-26APR151345-45,yes,21,PRE_EXPIRY,1,-20.0,1.26,-21.26,0
KXBTC15M-26APR150900-00,no,49,TP_FILL,62,13.0,3.40,9.60,0
KXBTC15M-26APR150830-30,no,28,TP_FILL,63,35.0,3.04,31.96,0
KXBTC15M-26APR150815-15,yes,22,TP_FILL,35,13.0,2.79,10.21,1
KXBTC15M-26APR150545-45,yes,27,TP_FILL,36,9.0,2.99,6.01,1
KXBTC15M-26APR150045-45,no,33,PRE_EXPIRY,1,-32.0,1.64,-33.64,1
KXBTC15M-26APR150015-15,no,22,PRE_EXPIRY,11,-11.0,2.16,-13.16,1
KXBTC15M-26APR150000-00,no,11,PRE_EXPIRY,1,-10.0,0.78,-10.78,1
KXBTC15M-26APR141915-15,no,43,PRE_EXPIRY,1,-42.0,1.81,-43.81,1
KXBTC15M-26APR141545-45,no,45,TP_FILL,56,11.0,3.46,7.54,0
KXBTC15M-26APR141415-15,no,30,TP_FILL,58,28.0,3.18,24.82,0
KXBTC15M-26APR141330-30,no,23,TP_FILL,41,18.0,2.93,15.07,0
KXBTC15M-26APR140800-00,no,26,PRE_EXPIRY,1,-25.0,1.44,-26.44,1
KXBTC15M-26APR140745-45,no,25,TP_FILL,45,20.0,3.05,16.95,0
KXBTC15M-26APR140100-00,no,38,TP_FILL,61,23.0,3.31,19.69,1
KXBTC15M-26APR132230-30,no,40,TP_FILL,56,16.0,3.40,12.60,0
KXBTC15M-26APR132145-45,yes,33,TP_FILL,44,11.0,3.27,7.73,1
KXBTC15M-26APR132130-30,no,23,PRE_EXPIRY,1,-22.0,1.34,-23.34,1
KXBTC15M-26APR131800-00,yes,45,PRE_EXPIRY,1,-44.0,1.83,-45.83,0
KXBTC15M-26APR131645-45,no,22,PRE_EXPIRY,1,-21.0,1.30,-22.30,1
KXBTC15M-26APR130800-00,no,36,TP_FILL,62,26.0,3.26,22.74,0
KXBTC15M-26APR130530-30,no,18,PRE_EXPIRY,1,-17.0,1.13,-18.13,1
KXBTC15M-26APR130515-15,no,28,PRE_EXPIRY,1,-27.0,1.51,-28.51,1
KXBTC15M-26APR130445-45,yes,5,PRE_EXPIRY,1,-4.0,0.43,-4.43,0
KXBTC15M-26APR130345-45,no,5,PRE_EXPIRY,1,-4.0,0.43,-4.43,1
KXBTC15M-26APR130245-45,no,23,TP_FILL,48,25.0,2.99,22.01,0
KXBTC15M-26APR130030-30,no,32,PRE_EXPIRY,1,-31.0,1.62,-32.62,1
KXBTC15M-26APR122300-00,no,47,PRE_EXPIRY,53,6.0,4.18,1.82,0
KXBTC15M-26APR122200-00,yes,28,TP_FILL,58,30.0,3.12,26.88,1
KXBTC15M-26APR122115-15,yes,30,TP_FILL,52,22.0,3.22,18.78,0
KXBTC15M-26APR121930-30,yes,29,TP_FILL,54,25.0,3.18,21.82,1
KXBTC15M-26APR121700-00,yes,20,PRE_EXPIRY,1,-19.0,1.22,-20.22,0
KXBTC15M-26APR121500-00,no,28,PRE_EXPIRY,2,-26.0,1.60,-27.60,1
KXBTC15M-26APR121415-15,no,14,PRE_EXPIRY,1,-13.0,0.94,-13.94,1
KXBTC15M-26APR121330-30,no,16,PRE_EXPIRY,1,-15.0,1.04,-16.04,1
KXBTC15M-26APR121315-15,no,9,TP_FILL,39,30.0,2.24,27.76,1
KXBTC15M-26APR121245-45,yes,11,PRE_EXPIRY,1,-10.0,0.78,-10.78,0
KXBTC15M-26APR120830-30,no,23,PRE_EXPIRY,1,-22.0,1.34,-23.34,1
KXBTC15M-26APR120630-30,no,17,TP_FILL,58,41.0,2.69,38.31,0
KXBTC15M-26APR120545-45,no,24,TP_FILL,74,50.0,2.62,47.38,0
KXBTC15M-26APR120530-30,no,11,PRE_EXPIRY,1,-10.0,0.78,-10.78,1
KXBTC15M-26APR120445-45,no,7,PRE_EXPIRY,1,-6.0,0.55,-6.55,1
KXBTC15M-26APR120200-00,no,10,PRE_EXPIRY,1,-9.0,0.73,-9.73,1
KXBTC15M-26APR120015-15,yes,19,PRE_EXPIRY,1,-18.0,1.17,-19.17,0
KXBTC15M-26APR112100-00,no,33,PRE_EXPIRY,2,-31.0,1.74,-32.74,1
KXBTC15M-26APR111900-00,yes,6,TP_FILL,62,56.0,2.04,53.96,1
KXBTC15M-26APR111545-45,no,20,PRE_EXPIRY,1,-19.0,1.22,-20.22,1
KXBTC15M-26APR111500-00,no,28,PRE_EXPIRY,1,-27.0,1.51,-28.51,1
KXBTC15M-26APR111345-45,no,8,PRE_EXPIRY,1,-7.0,0.61,-7.61,1
KXBTC15M-26APR111230-30,yes,40,TP_FILL,66,26.0,3.25,22.75,1
KXBTC15M-26APR111030-30,no,14,PRE_EXPIRY,2,-12.0,1.03,-13.03,1
KXBTC15M-26APR111000-00,no,53,PRE_EXPIRY,30,-23.0,3.80,-26.80,1
KXBTC15M-26APR110930-30,no,16,PRE_EXPIRY,1,-15.0,1.04,-16.04,1
KXBTC15M-26APR110815-15,no,28,TP_FILL,53,25.0,3.15,21.85,0
KXBTC15M-26APR110630-30,no,7,PRE_EXPIRY,1,-6.0,0.55,-6.55,1
KXBTC15M-26APR110430-30,yes,25,PRE_EXPIRY,1,-24.0,1.41,-25.41,0
KXBTC15M-26APR110045-45,no,5,PRE_EXPIRY,1,-4.0,0.43,-4.43,1
KXBTC15M-26APR102315-15,no,8,PRE_EXPIRY,1,-7.0,0.61,-7.61,1
KXBTC15M-26APR102230-30,no,33,PRE_EXPIRY,1,-32.0,1.64,-33.64,1
KXBTC15M-26APR102215-15,yes,48,TP_FILL,56,8.0,3.47,4.53,1
KXBTC15M-26APR102030-30,yes,53,TP_FILL,63,10.0,3.38,6.62,1
KXBTC15M-26APR100815-15,no,40,TP_FILL,60,20.0,3.36,16.64,0
KXBTC15M-26APR100730-30,no,10,PRE_EXPIRY,1,-9.0,0.73,-9.73,1
KXBTC15M-26APR100345-45,yes,42,PRE_EXPIRY,1,-41.0,1.80,-42.80,0
KXBTC15M-26APR092330-30,yes,26,PRE_EXPIRY,1,-25.0,1.44,-26.44,0
KXBTC15M-26APR092230-30,yes,24,TP_FILL,55,31.0,3.01,27.99,0
KXBTC15M-26APR092100-00,no,29,TP_FILL,45,16.0,3.17,12.83,0
KXBTC15M-26APR092015-15,no,30,TP_FILL,46,16.0,3.21,12.79,0
KXBTC15M-26APR091930-30,no,43,TP_FILL,51,8.0,3.47,4.54,1
KXBTC15M-26APR091500-00,no,29,PRE_EXPIRY,1,-28.0,1.54,-29.54,1
KXBTC15M-26APR091300-00,yes,20,TP_FILL,51,31.0,2.87,28.13,1
KXBTC15M-26APR090200-00,yes,5,PRE_EXPIRY,1,-4.0,0.43,-4.43,0
KXBTC15M-26APR082330-30,no,43,TP_FILL,56,13.0,3.44,9.56,0
KXBTC15M-26APR082245-45,no,50,TP_FILL,64,14.0,3.36,10.64,0
KXBTC15M-26APR082100-00,yes,26,TP_FILL,57,31.0,3.06,27.94,1
KXBTC15M-26APR082015-15,yes,12,PRE_EXPIRY,1,-11.0,0.84,-11.84,0
KXBTC15M-26APR081215-15,no,45,PRE_EXPIRY,2,-43.0,1.92,-44.92,1
KXBTC15M-26APR081030-30,yes,33,TP_FILL,53,20.0,3.29,16.71,0
KXBTC15M-26APR080630-30,no,12,PRE_EXPIRY,1,-11.0,0.84,-11.84,1
KXBTC15M-26APR080600-00,no,9,PRE_EXPIRY,1,-8.0,0.67,-8.67,1
KXBTC15M-26APR080445-45,yes,36,PRE_EXPIRY,1,-35.0,1.71,-36.71,0
KXBTC15M-26APR071115-15,yes,45,TP_FILL,56,11.0,3.46,7.54,0
KXBTC15M-26APR070330-30,no,12,PRE_EXPIRY,3,-9.0,1.02,-10.02,1
KXBTC15M-26APR070315-15,yes,6,PRE_EXPIRY,1,-5.0,0.49,-5.49,0
KXBTC15M-26APR070115-15,yes,30,PRE_EXPIRY,1,-29.0,1.57,-30.57,0
KXBTC15M-26APR070100-00,no,15,PRE_EXPIRY,3,-12.0,1.18,-13.18,1
KXBTC15M-26APR070030-30,yes,11,PRE_EXPIRY,1,-10.0,0.78,-10.78,0
KXBTC15M-26APR061800-00,no,9,PRE_EXPIRY,1,-8.0,0.67,-8.67,1
KXBTC15M-26APR061615-15,yes,25,PRE_EXPIRY,34,9.0,3.51,5.49,0
KXBTC15M-26APR061600-00,yes,35,PRE_EXPIRY,5,-30.0,2.06,-32.06,0
KXBTC15M-26APR061415-15,yes,23,TP_FILL,62,39.0,2.89,36.11,1
KXBTC15M-26APR060830-30,no,33,TP_FILL,41,8.0,3.24,4.76,0
KXBTC15M-26APR060500-00,yes,17,PRE_EXPIRY,1,-16.0,1.08,-17.08,0
KXBTC15M-26APR060200-00,yes,23,PRE_EXPIRY,1,-22.0,1.34,-23.34,0
KXBTC15M-26APR052315-15,yes,11,PRE_EXPIRY,1,-10.0,0.78,-10.78,0
KXBTC15M-26APR051745-45,yes,53,TP_FILL,61,8.0,3.41,4.59,0
KXBTC15M-26APR051515-15,no,42,TP_FILL,51,9.0,3.45,5.55,1
KXBTC15M-26APR051430-30,yes,23,PRE_EXPIRY,1,-22.0,1.34,-23.34,0
KXBTC15M-26APR051200-00,yes,14,PRE_EXPIRY,1,-13.0,0.94,-13.94,0
KXBTC15M-26APR051100-00,yes,16,PRE_EXPIRY,1,-15.0,1.04,-16.04,0
KXBTC15M-26APR050930-30,no,7,TP_FILL,65,58.0,2.05,55.95,0
KXBTC15M-26APR050630-30,yes,51,TP_FILL,73,22.0,3.13,18.87,1
KXBTC15M-26APR050445-45,no,25,TP_FILL,35,10.0,2.91,7.09,0
KXBTC15M-26APR050145-45,yes,32,PRE_EXPIRY,29,-3.0,3.54,-6.54,0
KXBTC15M-26APR050100-00,yes,5,PRE_EXPIRY,1,-4.0,0.43,-4.43,0
KXBTC15M-26APR050015-15,yes,10,PRE_EXPIRY,1,-9.0,0.73,-9.73,0
KXBTC15M-26APR042345-45,yes,5,PRE_EXPIRY,1,-4.0,0.43,-4.43,0
KXBTC15M-26APR042330-30,no,39,TP_FILL,52,13.0,3.41,9.59,1
KXBTC15M-26APR042115-15,yes,12,TP_FILL,50,38.0,2.49,35.51,1
KXBTC15M-26APR042030-30,yes,23,PRE_EXPIRY,1,-22.0,1.34,-23.34,0
KXBTC15M-26APR041745-45,no,16,PRE_EXPIRY,1,-15.0,1.04,-16.04,1
KXBTC15M-26APR041700-00,yes,11,PRE_EXPIRY,1,-10.0,0.78,-10.78,0
KXBTC15M-26APR041545-45,yes,20,PRE_EXPIRY,1,-19.0,1.22,-20.22,0
KXBTC15M-26APR041415-15,yes,28,PRE_EXPIRY,2,-26.0,1.60,-27.60,0
KXBTC15M-26APR041400-00,yes,44,TP_FILL,58,14.0,3.43,10.57,1
KXBTC15M-26APR041215-15,yes,8,PRE_EXPIRY,1,-7.0,0.61,-7.61,0
KXBTC15M-26APR041030-30,yes,39,TP_FILL,53,14.0,3.41,10.59,1
KXBTC15M-26APR040930-30,no,42,PRE_EXPIRY,12,-30.0,2.74,-32.74,1
KXBTC15M-26APR040830-30,no,22,TP_FILL,58,36.0,2.91,33.09,0
KXBTC15M-26APR040800-00,yes,30,PRE_EXPIRY,6,-24.0,2.02,-26.02,1
KXBTC15M-26APR040615-15,yes,15,PRE_EXPIRY,1,-14.0,0.99,-14.99,0
KXBTC15M-26APR040430-30,no,14,PRE_EXPIRY,1,-13.0,0.94,-13.94,1
KXBTC15M-26APR040415-15,yes,24,TP_FILL,45,21.0,3.01,17.99,0
KXBTC15M-26APR040400-00,yes,33,TP_FILL,59,26.0,3.24,22.76,1
KXBTC15M-26APR040330-30,yes,9,PRE_EXPIRY,1,-8.0,0.67,-8.67,0
KXBTC15M-26APR040245-45,yes,45,TP_FILL,60,15.0,3.41,11.59,1
KXBTC15M-26APR040215-15,no,16,PRE_EXPIRY,1,-15.0,1.04,-16.04,1
KXBTC15M-26APR040130-30,yes,42,PRE_EXPIRY,1,-41.0,1.80,-42.80,0
KXBTC15M-26APR040115-15,no,14,PRE_EXPIRY,2,-12.0,1.03,-13.03,1
KXBTC15M-26APR040100-00,no,24,PRE_EXPIRY,9,-15.0,2.08,-17.08,1
KXBTC15M-26APR032245-45,no,25,TP_FILL,46,21.0,3.05,17.95,1
KXBTC15M-26APR032130-30,no,32,TP_FILL,60,28.0,3.20,24.80,1
KXBTC15M-26APR032115-15,no,12,TP_FILL,40,28.0,2.42,25.58,0
KXBTC15M-26APR032045-45,no,39,TP_FILL,68,29.0,3.19,25.81,0
KXBTC15M-26APR031745-45,no,44,PRE_EXPIRY,1,-43.0,1.82,-44.82,1
KXBTC15M-26APR031730-30,yes,47,TP_FILL,64,17.0,3.36,13.64,1
KXBTC15M-26APR031500-00,yes,11,PRE_EXPIRY,1,-10.0,0.78,-10.78,0
KXBTC15M-26APR031445-45,yes,22,PRE_EXPIRY,1,-21.0,1.30,-22.30,0
KXBTC15M-26APR031345-45,no,35,TP_FILL,43,8.0,3.31,4.69,1
KXBTC15M-26APR031200-00,yes,33,TP_FILL,62,29.0,3.20,25.80,1
KXBTC15M-26APR031130-30,yes,20,PRE_EXPIRY,1,-19.0,1.22,-20.22,0
KXBTC15M-26APR030830-30,yes,22,TP_FILL,62,40.0,2.85,37.15,1
KXBTC15M-26APR030800-00,yes,43,PRE_EXPIRY,6,-37.0,2.27,-39.27,0
KXBTC15M-26APR030500-00,no,38,TP_FILL,50,12.0,3.40,8.60,1
KXBTC15M-26APR030045-45,yes,39,TP_FILL,59,20.0,3.36,16.64,1
KXBTC15M-26APR021815-15,no,55,TP_FILL,65,10.0,3.33,6.67,0
KXBTC15M-26APR021745-45,yes,41,TP_FILL,54,13.0,3.43,9.57,0
KXBTC15M-26APR021700-00,yes,15,PRE_EXPIRY,1,-14.0,0.99,-14.99,0
KXBTC15M-26APR021530-30,yes,27,TP_FILL,57,30.0,3.10,26.90,0
KXBTC15M-26APR021115-15,yes,19,TP_FILL,55,36.0,2.81,33.19,0
KXBTC15M-26APR021100-00,yes,19,PRE_EXPIRY,26,7.0,2.96,4.04,0
KXBTC15M-26APR020700-00,yes,38,TP_FILL,51,13.0,3.40,9.60,0
KXBTC15M-26APR020545-45,yes,23,TP_FILL,31,8.0,2.74,5.26,0
KXBTC15M-26APR020530-30,yes,30,TP_FILL,56,26.0,3.19,22.81,1
KXBTC15M-26APR020200-00,yes,25,TP_FILL,51,26.0,3.06,22.94,1
KXBTC15M-26APR020115-15,no,42,TP_FILL,54,12.0,3.44,8.56,1
KXBTC15M-26APR020100-00,no,31,PRE_EXPIRY,1,-30.0,1.59,-31.59,1
KXBTC15M-26APR012000-00,no,37,TP_FILL,61,24.0,3.30,20.70,0
KXBTC15M-26APR011615-15,yes,10,PRE_EXPIRY,1,-9.0,0.73,-9.73,0
KXBTC15M-26APR011345-45,yes,24,PRE_EXPIRY,1,-23.0,1.37,-24.37,0
KXBTC15M-26APR011045-45,yes,22,PRE_EXPIRY,1,-21.0,1.30,-22.30,0
KXBTC15M-26APR010915-15,yes,18,TP_FILL,46,28.0,2.77,25.23,1
KXBTC15M-26APR010745-45,no,30,TP_FILL,58,28.0,3.18,24.82,0
KXBTC15M-26APR010700-00,no,13,TP_FILL,44,31.0,2.52,28.48,1
KXBTC15M-26APR010645-45,yes,18,TP_FILL,64,46.0,2.65,43.35,1
KXBTC15M-26APR010630-30,no,31,TP_FILL,69,38.0,2.99,35.01,0
KXBTC15M-26APR010530-30,yes,12,TP_FILL,52,40.0,2.49,37.51,1
KXBTC15M-26APR010300-00,no,42,PRE_EXPIRY,3,-39.0,1.99,-40.99,1
KXBTC15M-26APR010115-15,yes,13,TP_FILL,43,30.0,2.51,27.49,1
KXBTC15M-26MAR312200-00,yes,22,PRE_EXPIRY,1,-21.0,1.30,-22.30,0
KXBTC15M-26MAR311845-45,yes,14,TP_FILL,49,35.0,2.59,32.41,1
KXBTC15M-26MAR311830-30,no,35,TP_FILL,49,14.0,3.34,10.66,0
KXBTC15M-26MAR311730-30,yes,20,TP_FILL,54,34.0,2.86,31.14,1
KXBTC15M-26MAR311530-30,yes,18,PRE_EXPIRY,1,-17.0,1.13,-18.13,0
KXBTC15M-26MAR310515-15,yes,25,PRE_EXPIRY,2,-23.0,1.50,-24.50,0
KXBTC15M-26MAR310230-30,yes,24,PRE_EXPIRY,1,-23.0,1.37,-24.37,0
KXBTC15M-26MAR310015-15,yes,29,PRE_EXPIRY,1,-28.0,1.54,-29.54,0
KXBTC15M-26MAR302330-30,yes,7,PRE_EXPIRY,1,-6.0,0.55,-6.55,0
KXBTC15M-26MAR302315-15,yes,30,PRE_EXPIRY,1,-29.0,1.57,-30.57,0
KXBTC15M-26MAR302215-15,yes,18,PRE_EXPIRY,1,-17.0,1.13,-18.13,0
KXBTC15M-26MAR301800-00,yes,12,PRE_EXPIRY,1,-11.0,0.84,-11.84,0
KXBTC15M-26MAR301700-00,yes,44,TP_FILL,53,9.0,3.47,5.53,0
KXBTC15M-26MAR301645-45,yes,46,PRE_EXPIRY,32,-14.0,3.87,-17.87,1
KXBTC15M-26MAR301315-15,yes,25,PRE_EXPIRY,1,-24.0,1.41,-25.41,0
KXBTC15M-26MAR300615-15,yes,16,PRE_EXPIRY,1,-15.0,1.04,-16.04,0
KXBTC15M-26MAR300530-30,yes,15,PRE_EXPIRY,1,-14.0,0.99,-14.99,0
KXBTC15M-26MAR300300-00,yes,21,PRE_EXPIRY,1,-20.0,1.26,-21.26,0
KXBTC15M-26MAR300045-45,no,36,TP_FILL,57,21.0,3.33,17.67,0
KXBTC15M-26MAR291015-15,yes,9,TP_FILL,55,46.0,2.31,43.69,1
KXBTC15M-26MAR290845-45,yes,18,PRE_EXPIRY,1,-17.0,1.13,-18.13,0
KXBTC15M-26MAR290800-00,yes,10,PRE_EXPIRY,1,-9.0,0.73,-9.73,0
KXBTC15M-26MAR290630-30,yes,7,PRE_EXPIRY,1,-6.0,0.55,-6.55,0
KXBTC15M-26MAR290130-30,no,29,TP_FILL,80,51.0,2.56,48.44,0
KXBTC15M-26MAR282345-45,yes,22,PRE_EXPIRY,1,-21.0,1.30,-22.30,0
KXBTC15M-26MAR282000-00,yes,10,PRE_EXPIRY,1,-9.0,0.73,-9.73,0
KXBTC15M-26MAR281500-00,yes,23,PRE_EXPIRY,32,9.0,3.37,5.63,0
KXBTC15M-26MAR281430-30,yes,12,PRE_EXPIRY,1,-11.0,0.84,-11.84,0
KXBTC15M-26MAR281200-00,yes,17,PRE_EXPIRY,1,-16.0,1.08,-17.08,0
KXBTC15M-26MAR280900-00,no,6,PRE_EXPIRY,1,-5.0,0.49,-5.49,1
KXBTC15M-26MAR272245-45,yes,15,PRE_EXPIRY,9,-6.0,1.70,-7.70,0
KXBTC15M-26MAR271815-15,yes,13,PRE_EXPIRY,1,-12.0,0.89,-12.89,0
KXBTC15M-26MAR271615-15,yes,19,PRE_EXPIRY,1,-18.0,1.17,-19.17,0
KXBTC15M-26MAR271345-45,yes,37,PRE_EXPIRY,1,-36.0,1.73,-37.73,0
KXBTC15M-26MAR270815-15,yes,48,PRE_EXPIRY,25,-23.0,3.58,-26.58,0
KXBTC15M-26MAR270715-15,yes,20,TP_FILL,54,34.0,2.86,31.14,1
KXBTC15M-26MAR270200-00,yes,38,TP_FILL,61,23.0,3.31,19.69,1
KXBTC15M-26MAR270045-45,no,10,PRE_EXPIRY,1,-9.0,0.73,-9.73,1
KXBTC15M-26MAR261630-30,no,40,TP_FILL,48,8.0,3.43,4.57,0
KXBTC15M-26MAR261615-15,yes,13,TP_FILL,53,40.0,2.54,37.46,1
KXBTC15M-26MAR261230-30,no,33,TP_FILL,42,9.0,3.25,5.75,0
KXBTC15M-26MAR261130-30,yes,28,TP_FILL,47,19.0,3.15,15.85,0
KXBTC15M-26MAR260830-30,yes,31,TP_FILL,51,20.0,3.25,16.75,1
KXBTC15M-26MAR260800-00,yes,38,PRE_EXPIRY,1,-37.0,1.75,-38.75,0
KXBTC15M-26MAR260145-45,yes,30,PRE_EXPIRY,1,-29.0,1.57,-30.57,0
KXBTC15M-26MAR252315-15,yes,16,TP_FILL,41,25.0,2.63,22.37,1
KXBTC15M-26MAR252200-00,yes,45,TP_FILL,53,8.0,3.48,4.52,1
