ticker,side,entry_c,exit_reason,exit_c,gross_c,fee_c,net_c,settle_yes
KXBTC15M-26APR191315-15,no,74,TP_FILL,88,14.0,2.09,11.91,0
KXBTC15M-26APR190715-15,no,37,PRE_EXPIRY,1,-36.0,1.73,-37.73,1
KXBTC15M-26APR181415-15,no,75,TP_FILL,98,23.0,1.45,21.55,0
KXBTC15M-26APR180715-15,no,59,TP_FILL,77,18.0,2.93,15.07,0
KXBTC15M-26APR180545-45,no,55,PRE_EXPIRY,1,-54.0,1.83,-55.83,1
KXBTC15M-26APR180530-30,no,62,TP_FILL,70,8.0,3.12,4.88,1
KXBTC15M-26APR171100-00,no,53,TP_FILL,65,12.0,3.34,8.66,1
KXBTC15M-26APR170945-45,no,63,PRE_EXPIRY,1,-62.0,1.73,-63.73,1
KXBTC15M-26APR170900-00,yes,72,TP_FILL,84,12.0,2.35,9.65,1
KXBTC15M-26APR170645-45,no,75,TP_FILL,83,8.0,2.30,5.70,0
KXBTC15M-26APR160945-45,no,63,TP_FILL,98,35.0,1.77,33.23,0
KXBTC15M-26APR152245-45,yes,75,TP_FILL,86,11.0,2.16,8.84,1
KXBTC15M-26APR151730-30,no,61,TP_FILL,85,24.0,2.56,21.44,0
KXBTC15M-26APR150945-45,no,63,TP_FILL,95,32.0,1.96,30.04,0
KXBTC15M-26APR150800-00,yes,63,TP_FILL,83,20.0,2.62,17.38,1
KXBTC15M-26APR150215-15,no,57,TP_FILL,85,28.0,2.61,25.39,0
KXBTC15M-26APR142345-45,no,66,TP_FILL,94,28.0,1.97,26.03,0
KXBTC15M-26APR141845-45,no,70,PRE_EXPIRY,1,-69.0,1.57,-70.57,1
KXBTC15M-26APR141500-00,no,34,TP_FILL,83,49.0,2.56,46.44,0
KXBTC15M-26APR141100-00,no,70,TP_FILL,78,8.0,2.67,5.33,0
KXBTC15M-26APR140315-15,no,61,PRE_EXPIRY,1,-60.0,1.76,-61.76,1
KXBTC15M-26APR132100-00,no,47,TP_FILL,77,30.0,2.98,27.02,0
KXBTC15M-26APR131945-45,no,37,TP_FILL,67,30.0,3.18,26.82,0
KXBTC15M-26APR131830-30,yes,75,TP_FILL,99,24.0,1.38,22.62,1
KXBTC15M-26APR131530-30,yes,68,TP_FILL,88,20.0,2.26,17.74,1
KXBTC15M-26APR131230-30,no,68,PRE_EXPIRY,1,-67.0,1.62,-68.62,1
KXBTC15M-26APR131145-45,no,41,TP_FILL,80,39.0,2.81,36.19,0
KXBTC15M-26APR131100-00,yes,58,TP_FILL,66,8.0,3.28,4.72,1
KXBTC15M-26APR130500-00,no,70,PRE_EXPIRY,1,-69.0,1.57,-70.57,1
KXBTC15M-26APR130200-00,yes,70,TP_FILL,83,13.0,2.46,10.54,1
KXBTC15M-26APR121145-45,no,77,PRE_EXPIRY,1,-76.0,1.34,-77.34,1
KXBTC15M-26APR120430-30,no,44,PRE_EXPIRY,1,-43.0,1.82,-44.82,1
KXBTC15M-26APR112345-45,no,46,TP_FILL,82,36.0,2.77,33.23,0
KXBTC15M-26APR111845-45,no,74,TP_FILL,95,21.0,1.68,19.32,0
KXBTC15M-26APR111645-45,no,76,TP_FILL,91,15.0,1.85,13.15,0
KXBTC15M-26APR110915-15,no,60,TP_FILL,98,38.0,1.82,36.18,0
KXBTC15M-26APR101915-15,no,72,TP_FILL,84,12.0,2.35,9.65,1
KXBTC15M-26APR091930-30,no,59,TP_FILL,73,14.0,3.07,10.93,1
KXBTC15M-26APR091415-15,no,65,TP_FILL,81,16.0,2.67,13.33,0
KXBTC15M-26APR091315-15,yes,74,TP_FILL,82,8.0,2.38,5.62,1
KXBTC15M-26APR081045-45,no,72,TP_FILL,80,8.0,2.53,5.47,0
KXBTC15M-26APR080945-45,no,60,TP_FILL,81,21.0,2.76,18.24,0
KXBTC15M-26APR080545-45,yes,57,PRE_EXPIRY,1,-56.0,1.81,-57.81,0
KXBTC15M-26APR072100-00,no,57,TP_FILL,76,19.0,2.99,16.01,0
KXBTC15M-26APR071615-15,yes,69,TP_FILL,94,25.0,1.89,23.11,1
KXBTC15M-26APR071530-30,yes,59,TP_FILL,82,23.0,2.73,20.27,1
KXBTC15M-26APR071100-00,yes,45,TP_FILL,71,26.0,3.17,22.83,0
KXBTC15M-26APR070715-15,no,56,TP_FILL,76,20.0,3.00,17.00,1
KXBTC15M-26APR061915-15,no,70,TP_FILL,78,8.0,2.67,5.33,0
KXBTC15M-26APR061830-30,yes,30,PRE_EXPIRY,1,-29.0,1.57,-30.57,0
KXBTC15M-26APR061630-30,yes,66,TP_FILL,83,17.0,2.56,14.44,1
KXBTC15M-26APR061315-15,no,65,TP_FILL,86,21.0,2.44,18.56,0
KXBTC15M-26APR060700-00,no,54,TP_FILL,79,25.0,2.90,22.10,0
KXBTC15M-26APR060530-30,yes,67,TP_FILL,94,27.0,1.94,25.06,1
KXBTC15M-26APR060415-15,yes,67,TP_FILL,78,11.0,2.75,8.25,1
KXBTC15M-26APR052300-00,yes,54,TP_FILL,74,20.0,3.09,16.91,1
KXBTC15M-26APR052015-15,yes,71,TP_FILL,96,25.0,1.71,23.29,1
KXBTC15M-26APR051915-15,yes,56,TP_FILL,69,13.0,3.22,9.78,1
KXBTC15M-26APR051815-15,yes,42,TP_FILL,86,44.0,2.55,41.45,0
KXBTC15M-26APR051700-00,yes,37,TP_FILL,89,52.0,2.32,49.68,1
KXBTC15M-26APR030845-45,no,73,TP_FILL,94,21.0,1.77,19.23,0
KXBTC15M-26APR030430-30,no,55,TP_FILL,86,31.0,2.58,28.42,0
KXBTC15M-26APR022230-30,yes,60,TP_FILL,71,11.0,3.12,7.88,0
KXBTC15M-26APR021330-30,yes,68,TP_FILL,92,24.0,2.04,21.96,1
KXBTC15M-26APR021000-00,yes,59,TP_FILL,68,9.0,3.22,5.78,1
KXBTC15M-26APR020730-30,yes,78,TP_FILL,96,18.0,1.47,16.53,1
KXBTC15M-26APR020045-45,yes,53,PRE_EXPIRY,1,-52.0,1.84,-53.84,0
KXBTC15M-26APR011145-45,yes,39,TP_FILL,71,32.0,3.11,28.89,1
KXBTC15M-26APR011015-15,yes,56,TP_FILL,72,16.0,3.14,12.86,1
KXBTC15M-26APR010315-15,yes,59,TP_FILL,83,24.0,2.68,21.32,1
KXBTC15M-26APR010215-15,yes,58,TP_FILL,79,21.0,2.87,18.13,1
KXBTC15M-26APR010015-15,yes,58,PRE_EXPIRY,1,-57.0,1.80,-58.80,0
KXBTC15M-26MAR312315-15,yes,71,TP_FILL,94,23.0,1.84,21.16,1
KXBTC15M-26MAR312100-00,yes,49,TP_FILL,75,26.0,3.06,22.94,1
KXBTC15M-26MAR312030-30,yes,67,TP_FILL,84,17.0,2.49,14.51,0
KXBTC15M-26MAR311615-15,yes,59,TP_FILL,74,15.0,3.04,11.96,1
KXBTC15M-26MAR311545-45,yes,51,PRE_EXPIRY,1,-50.0,1.85,-51.85,0
KXBTC15M-26MAR311500-00,yes,63,TP_FILL,71,8.0,3.07,4.93,1
KXBTC15M-26MAR311300-00,yes,56,PRE_EXPIRY,1,-55.0,1.82,-56.82,0
KXBTC15M-26MAR311230-30,yes,55,TP_FILL,69,14.0,3.23,10.77,1
KXBTC15M-26MAR311215-15,yes,66,TP_FILL,76,10.0,2.85,7.15,1
KXBTC15M-26MAR311015-15,yes,78,TP_FILL,87,9.0,1.99,7.01,1
KXBTC15M-26MAR311000-00,yes,66,TP_FILL,92,26.0,2.09,23.91,1
KXBTC15M-26MAR310815-15,yes,62,TP_FILL,79,17.0,2.81,14.19,0
KXBTC15M-26MAR310730-30,yes,71,TP_FILL,92,21.0,1.96,19.04,1
KXBTC15M-26MAR310700-00,yes,47,TP_FILL,73,26.0,3.12,22.88,1
KXBTC15M-26MAR310645-45,yes,64,PRE_EXPIRY,1,-63.0,1.71,-64.71,0
KXBTC15M-26MAR310545-45,yes,58,TP_FILL,67,9.0,3.25,5.75,1
KXBTC15M-26MAR310515-15,yes,50,PRE_EXPIRY,2,-48.0,1.94,-49.94,0
KXBTC15M-26MAR310500-00,no,74,TP_FILL,83,9.0,2.33,6.67,0
KXBTC15M-26MAR310200-00,yes,66,TP_FILL,86,20.0,2.41,17.59,1
KXBTC15M-26MAR310030-30,yes,71,TP_FILL,85,14.0,2.33,11.67,0
KXBTC15M-26MAR302200-00,no,49,TP_FILL,63,14.0,3.38,10.62,0
KXBTC15M-26MAR301830-30,yes,46,TP_FILL,76,30.0,3.02,26.98,1
KXBTC15M-26MAR301730-30,yes,55,TP_FILL,82,27.0,2.77,24.23,1
KXBTC15M-26MAR301630-30,yes,37,TP_FILL,77,40.0,2.87,37.13,1
KXBTC15M-26MAR301315-15,yes,68,PRE_EXPIRY,1,-67.0,1.62,-68.62,0
KXBTC15M-26MAR301015-15,yes,60,TP_FILL,79,19.0,2.84,16.16,1
KXBTC15M-26MAR300500-00,yes,56,PRE_EXPIRY,1,-55.0,1.82,-56.82,0
KXBTC15M-26MAR300415-15,yes,71,TP_FILL,79,8.0,2.60,5.40,1
KXBTC15M-26MAR300345-45,yes,70,PRE_EXPIRY,22,-48.0,3.15,-51.15,0
KXBTC15M-26MAR300115-15,yes,64,TP_FILL,78,14.0,2.81,11.19,1
KXBTC15M-26MAR300030-30,yes,71,TP_FILL,80,9.0,2.56,6.44,1
KXBTC15M-26MAR292230-30,yes,53,PRE_EXPIRY,1,-52.0,1.84,-53.84,0
KXBTC15M-26MAR292215-15,yes,66,TP_FILL,79,13.0,2.73,10.27,1
KXBTC15M-26MAR292200-00,yes,73,TP_FILL,82,9.0,2.41,6.59,1
KXBTC15M-26MAR292045-45,yes,55,PRE_EXPIRY,1,-54.0,1.83,-55.83,0
KXBTC15M-26MAR291945-45,yes,51,TP_FILL,60,9.0,3.43,5.57,1
KXBTC15M-26MAR291930-30,yes,45,TP_FILL,60,15.0,3.41,11.59,0
KXBTC15M-26MAR291700-00,yes,32,PRE_EXPIRY,6,-26.0,2.08,-28.08,1
KXBTC15M-26MAR291500-00,yes,28,PRE_EXPIRY,28,0.0,3.39,-3.39,0
KXBTC15M-26MAR291130-30,yes,69,PRE_EXPIRY,1,-68.0,1.59,-69.59,0
KXBTC15M-26MAR290900-00,yes,42,TP_FILL,91,49.0,2.28,46.72,1
KXBTC15M-26MAR290800-00,yes,44,PRE_EXPIRY,1,-43.0,1.82,-44.82,0
KXBTC15M-26MAR282345-45,yes,51,PRE_EXPIRY,1,-50.0,1.85,-51.85,0
KXBTC15M-26MAR281700-00,yes,67,TP_FILL,94,27.0,1.94,25.06,1
KXBTC15M-26MAR281130-30,yes,56,TP_FILL,93,37.0,2.18,34.82,1
KXBTC15M-26MAR280645-45,yes,60,PRE_EXPIRY,86,26.0,2.86,23.14,1
KXBTC15M-26MAR272215-15,yes,69,TP_FILL,78,9.0,2.70,6.30,1
KXBTC15M-26MAR271630-30,yes,66,PRE_EXPIRY,1,-65.0,1.67,-66.67,0
KXBTC15M-26MAR271530-30,yes,44,TP_FILL,67,23.0,3.27,19.73,1
KXBTC15M-26MAR270945-45,no,54,TP_FILL,91,37.0,2.31,34.69,0
KXBTC15M-26MAR270630-30,yes,51,TP_FILL,97,46.0,1.95,44.05,1
KXBTC15M-26MAR270615-15,yes,35,PRE_EXPIRY,2,-33.0,1.78,-34.78,0
KXBTC15M-26MAR270545-45,no,54,TP_FILL,64,10.0,3.35,6.65,0
KXBTC15M-26MAR270415-15,yes,58,PRE_EXPIRY,51,-7.0,4.15,-11.15,0
KXBTC15M-26MAR270145-45,yes,47,PRE_EXPIRY,75,28.0,3.58,24.42,1
KXBTC15M-26MAR261445-45,yes,63,TP_FILL,72,9.0,3.04,5.96,1
KXBTC15M-26MAR261315-15,yes,61,TP_FILL,80,19.0,2.79,16.21,1
KXBTC15M-26MAR261200-00,yes,62,TP_FILL,76,14.0,2.93,11.07,1
KXBTC15M-26MAR252245-45,no,65,TP_FILL,82,17.0,2.63,14.37,0
KXBTC15M-26MAR251845-45,yes,49,TP_FILL,97,48.0,1.95,46.05,1
KXBTC15M-26MAR251430-30,yes,69,TP_FILL,77,8.0,2.74,5.26,1
