ticker,side,entry_c,exit_reason,exit_c,gross_c,fee_c,net_c,settle_yes
KXBTC15M-26APR172315-15,no,52,TP_FILL,62,10.0,3.40,6.60,0
KXBTC15M-26APR172145-45,yes,25,TP_FILL,37,12.0,2.94,9.06,0
KXBTC15M-26APR171800-00,no,44,PRE_EXPIRY,1,-43.0,1.82,-44.82,1
KXBTC15M-26APR171515-15,no,59,PRE_EXPIRY,10,-49.0,2.58,-51.58,1
KXBTC15M-26APR171330-30,no,42,TP_FILL,54,12.0,3.44,8.56,0
KXBTC15M-26APR171245-45,no,60,TP_FILL,71,11.0,3.12,7.88,0
KXBTC15M-26APR171145-45,no,37,TP_FILL,52,15.0,3.38,11.62,0
KXBTC15M-26APR171015-15,no,56,TP_FILL,65,9.0,3.32,5.68,0
KXBTC15M-26APR170915-15,no,59,PRE_EXPIRY,1,-58.0,1.79,-59.79,1
KXBTC15M-26APR170815-15,no,53,TP_FILL,61,8.0,3.41,4.59,1
KXBTC15M-26APR170345-45,no,31,PRE_EXPIRY,44,13.0,3.91,9.09,1
KXBTC15M-26APR170245-45,no,43,TP_FILL,56,13.0,3.44,9.56,1
KXBTC15M-26APR170230-30,yes,35,TP_FILL,59,24.0,3.29,20.71,1
KXBTC15M-26APR162330-30,no,44,TP_FILL,52,8.0,3.47,4.53,1
KXBTC15M-26APR162230-30,yes,19,PRE_EXPIRY,1,-18.0,1.17,-19.17,0
KXBTC15M-26APR162145-45,no,45,TP_FILL,53,8.0,3.48,4.52,0
KXBTC15M-26APR162030-30,no,44,TP_FILL,60,16.0,3.40,12.60,1
KXBTC15M-26APR162015-15,no,79,TP_FILL,94,15.0,1.56,13.44,0
KXBTC15M-26APR161730-30,no,75,TP_FILL,94,19.0,1.71,17.29,0
KXBTC15M-26APR161615-15,no,66,TP_FILL,78,12.0,2.77,9.23,1
KXBTC15M-26APR161445-45,no,31,PRE_EXPIRY,1,-30.0,1.59,-31.59,1
KXBTC15M-26APR161215-15,no,41,TP_FILL,50,9.0,3.44,5.56,0
KXBTC15M-26APR161000-00,no,68,TP_FILL,93,25.0,1.98,23.02,0
KXBTC15M-26APR160945-45,no,80,TP_FILL,95,15.0,1.45,13.55,0
KXBTC15M-26APR160645-45,no,40,TP_FILL,53,13.0,3.42,9.58,0
KXBTC15M-26APR160615-15,yes,30,PRE_EXPIRY,1,-29.0,1.57,-30.57,0
KXBTC15M-26APR160515-15,no,20,PRE_EXPIRY,1,-19.0,1.22,-20.22,1
KXBTC15M-26APR160200-00,no,51,TP_FILL,59,8.0,3.44,4.56,0
KXBTC15M-26APR160145-45,no,27,TP_FILL,47,20.0,3.12,16.88,0
KXBTC15M-26APR152230-30,yes,26,TP_FILL,38,12.0,3.00,9.00,1
KXBTC15M-26APR152115-15,no,79,TP_FILL,94,15.0,1.56,13.44,0
KXBTC15M-26APR152100-00,yes,17,TP_FILL,45,28.0,2.72,25.28,0
KXBTC15M-26APR152030-30,no,70,TP_FILL,87,17.0,2.26,14.74,0
KXBTC15M-26APR151700-00,no,38,PRE_EXPIRY,1,-37.0,1.75,-38.75,1
KXBTC15M-26APR151430-30,no,38,TP_FILL,58,20.0,3.35,16.65,0
KXBTC15M-26APR151200-00,no,38,TP_FILL,46,8.0,3.39,4.61,0
KXBTC15M-26APR150900-00,no,44,TP_FILL,55,11.0,3.46,7.54,0
KXBTC15M-26APR150830-30,no,46,TP_FILL,59,13.0,3.43,9.57,0
KXBTC15M-26APR150815-15,no,66,PRE_EXPIRY,8,-58.0,2.29,-60.29,1
KXBTC15M-26APR150415-15,no,37,PRE_EXPIRY,1,-36.0,1.73,-37.73,1
KXBTC15M-26APR150115-15,no,34,TP_FILL,57,23.0,3.29,19.71,0
KXBTC15M-26APR150045-45,yes,45,TP_FILL,55,10.0,3.47,6.53,1
KXBTC15M-26APR141900-00,no,38,PRE_EXPIRY,1,-37.0,1.75,-38.75,1
KXBTC15M-26APR141530-30,no,33,TP_FILL,52,19.0,3.29,15.71,0
KXBTC15M-26APR141245-45,no,72,TP_FILL,81,9.0,2.49,6.51,0
KXBTC15M-26APR141115-15,no,65,TP_FILL,86,21.0,2.44,18.56,0
KXBTC15M-26APR141015-15,no,64,PRE_EXPIRY,2,-62.0,1.80,-63.80,1
KXBTC15M-26APR140845-45,no,30,PRE_EXPIRY,1,-29.0,1.57,-30.57,1
KXBTC15M-26APR140745-45,yes,40,TP_FILL,50,10.0,3.43,6.57,0
KXBTC15M-26APR140730-30,no,37,TP_FILL,47,10.0,3.38,6.62,0
KXBTC15M-26APR140130-30,yes,48,TP_FILL,56,8.0,3.47,4.53,0
KXBTC15M-26APR132145-45,no,71,PRE_EXPIRY,5,-66.0,1.91,-67.91,1
KXBTC15M-26APR131930-30,yes,33,TP_FILL,50,17.0,3.30,13.70,1
KXBTC15M-26APR131715-15,no,76,PRE_EXPIRY,1,-75.0,1.37,-76.37,1
KXBTC15M-26APR131615-15,no,69,TP_FILL,85,16.0,2.39,13.61,0
KXBTC15M-26APR131400-00,no,59,TP_FILL,92,33.0,2.21,30.79,0
KXBTC15M-26APR131345-45,no,32,TP_FILL,48,16.0,3.27,12.73,1
KXBTC15M-26APR131215-15,no,67,PRE_EXPIRY,1,-66.0,1.64,-67.64,1
KXBTC15M-26APR131145-45,no,60,TP_FILL,89,29.0,2.37,26.63,0
KXBTC15M-26APR130830-30,yes,30,PRE_EXPIRY,1,-29.0,1.57,-30.57,0
KXBTC15M-26APR130630-30,no,80,TP_FILL,98,18.0,1.26,16.74,0
KXBTC15M-26APR130530-30,yes,36,TP_FILL,46,10.0,3.35,6.65,1
KXBTC15M-26APR130500-00,no,58,PRE_EXPIRY,1,-57.0,1.80,-58.80,1
KXBTC15M-26APR130445-45,yes,36,PRE_EXPIRY,1,-35.0,1.71,-36.71,0
KXBTC15M-26APR130415-15,no,35,TP_FILL,52,17.0,3.34,13.66,0
KXBTC15M-26APR130330-30,no,80,TP_FILL,98,18.0,1.26,16.74,0
KXBTC15M-26APR130130-30,no,45,TP_FILL,61,16.0,3.40,12.60,1
KXBTC15M-26APR130030-30,no,39,PRE_EXPIRY,1,-38.0,1.76,-39.76,1
KXBTC15M-26APR122315-15,no,26,TP_FILL,50,24.0,3.10,20.90,0
KXBTC15M-26APR122300-00,no,52,TP_FILL,60,8.0,3.43,4.57,0
KXBTC15M-26APR122245-45,no,51,TP_FILL,61,10.0,3.41,6.59,0
KXBTC15M-26APR122200-00,yes,43,TP_FILL,52,9.0,3.46,5.54,1
KXBTC15M-26APR122030-30,yes,31,TP_FILL,47,16.0,3.24,12.76,1
KXBTC15M-26APR122015-15,yes,28,TP_FILL,41,13.0,3.10,9.90,1
KXBTC15M-26APR121930-30,no,34,TP_FILL,51,17.0,3.32,13.68,1
KXBTC15M-26APR121500-00,no,49,PRE_EXPIRY,2,-47.0,1.94,-48.94,1
KXBTC15M-26APR121400-00,no,28,PRE_EXPIRY,1,-27.0,1.51,-28.51,1
KXBTC15M-26APR121245-45,no,46,TP_FILL,59,13.0,3.43,9.57,0
KXBTC15M-26APR121200-00,no,42,PRE_EXPIRY,3,-39.0,1.99,-40.99,1
KXBTC15M-26APR121145-45,no,29,PRE_EXPIRY,1,-28.0,1.54,-29.54,1
KXBTC15M-26APR120645-45,yes,18,PRE_EXPIRY,1,-17.0,1.13,-18.13,0
KXBTC15M-26APR120630-30,no,37,TP_FILL,55,18.0,3.36,14.64,0
KXBTC15M-26APR120545-45,no,36,TP_FILL,60,24.0,3.29,20.71,0
KXBTC15M-26APR120430-30,no,69,PRE_EXPIRY,1,-68.0,1.59,-69.59,1
KXBTC15M-26APR120200-00,no,11,PRE_EXPIRY,1,-10.0,0.78,-10.78,1
KXBTC15M-26APR120130-30,yes,53,TP_FILL,67,14.0,3.29,10.71,1
KXBTC15M-26APR112345-45,no,74,TP_FILL,86,12.0,2.19,9.81,0
KXBTC15M-26APR112330-30,yes,33,TP_FILL,58,25.0,3.25,21.75,1
KXBTC15M-26APR111715-15,yes,46,TP_FILL,54,8.0,3.48,4.52,1
KXBTC15M-26APR111515-15,yes,49,TP_FILL,75,26.0,3.06,22.94,1
KXBTC15M-26APR111245-45,yes,40,TP_FILL,56,16.0,3.40,12.60,1
KXBTC15M-26APR111215-15,no,48,TP_FILL,61,13.0,3.41,9.59,1
KXBTC15M-26APR111200-00,yes,38,TP_FILL,65,27.0,3.24,23.76,1
KXBTC15M-26APR111030-30,no,38,PRE_EXPIRY,2,-36.0,1.84,-37.84,1
KXBTC15M-26APR110930-30,no,10,PRE_EXPIRY,1,-9.0,0.73,-9.73,1
KXBTC15M-26APR110545-45,yes,6,TP_FILL,31,25.0,1.89,23.11,0
KXBTC15M-26APR110315-15,no,36,TP_FILL,71,35.0,3.05,31.95,0
KXBTC15M-26APR110230-30,no,30,TP_FILL,62,32.0,3.12,28.88,1
KXBTC15M-26APR110130-30,yes,37,TP_FILL,64,27.0,3.24,23.76,1
KXBTC15M-26APR102245-45,no,18,PRE_EXPIRY,8,-10.0,1.75,-11.75,1
KXBTC15M-26APR102215-15,no,39,PRE_EXPIRY,1,-38.0,1.76,-39.76,1
KXBTC15M-26APR101730-30,no,38,PRE_EXPIRY,1,-37.0,1.75,-38.75,1
KXBTC15M-26APR101645-45,no,41,TP_FILL,57,16.0,3.41,12.59,0
KXBTC15M-26APR101630-30,no,21,TP_FILL,44,23.0,2.89,20.11,1
KXBTC15M-26APR101500-00,no,41,PRE_EXPIRY,1,-40.0,1.79,-41.79,1
KXBTC15M-26APR101400-00,yes,75,TP_FILL,92,17.0,1.83,15.17,1
KXBTC15M-26APR101245-45,no,36,TP_FILL,55,19.0,3.35,15.65,0
KXBTC15M-26APR101030-30,yes,66,TP_FILL,78,12.0,2.77,9.23,1
KXBTC15M-26APR100830-30,no,14,TP_FILL,59,45.0,2.54,42.46,0
KXBTC15M-26APR100745-45,yes,36,TP_FILL,60,24.0,3.29,20.71,1
KXBTC15M-26APR100645-45,no,30,PRE_EXPIRY,1,-29.0,1.57,-30.57,1
KXBTC15M-26APR100500-00,yes,5,PRE_EXPIRY,1,-4.0,0.43,-4.43,0
KXBTC15M-26APR100330-30,no,33,TP_FILL,48,15.0,3.29,11.71,0
KXBTC15M-26APR100130-30,yes,69,TP_FILL,89,20.0,2.18,17.82,1
KXBTC15M-26APR100115-15,no,29,TP_FILL,40,11.0,3.12,7.88,0
KXBTC15M-26APR092315-15,no,45,TP_FILL,55,10.0,3.47,6.53,0
KXBTC15M-26APR091730-30,no,67,TP_FILL,87,20.0,2.34,17.66,0
KXBTC15M-26APR091430-30,no,44,TP_FILL,53,9.0,3.47,5.53,1
KXBTC15M-26APR091400-00,no,64,TP_FILL,75,11.0,2.93,8.07,0
KXBTC15M-26APR090800-00,no,26,TP_FILL,35,9.0,2.94,6.06,0
KXBTC15M-26APR090715-15,no,35,TP_FILL,56,21.0,3.32,17.68,0
KXBTC15M-26APR090545-45,yes,28,PRE_EXPIRY,2,-26.0,1.60,-27.60,0
KXBTC15M-26APR090200-00,yes,11,PRE_EXPIRY,1,-10.0,0.78,-10.78,0
KXBTC15M-26APR082100-00,no,68,TP_FILL,86,18.0,2.37,15.63,1
KXBTC15M-26APR081900-00,no,46,TP_FILL,54,8.0,3.48,4.52,0
KXBTC15M-26APR081500-00,no,56,TP_FILL,80,24.0,2.84,21.16,0
KXBTC15M-26APR081145-45,yes,59,TP_FILL,73,14.0,3.07,10.93,1
KXBTC15M-26APR080730-30,yes,48,TP_FILL,58,10.0,3.45,6.55,1
KXBTC15M-26APR080700-00,no,35,TP_FILL,45,10.0,3.33,6.67,0
KXBTC15M-26APR080630-30,no,40,PRE_EXPIRY,1,-39.0,1.78,-40.78,1
KXBTC15M-26APR080545-45,yes,61,PRE_EXPIRY,1,-60.0,1.76,-61.76,0
KXBTC15M-26APR080500-00,no,27,PRE_EXPIRY,1,-26.0,1.48,-27.48,1
KXBTC15M-26APR080400-00,yes,24,PRE_EXPIRY,1,-23.0,1.37,-24.37,0
KXBTC15M-26APR080300-00,yes,26,PRE_EXPIRY,1,-25.0,1.44,-26.44,0
KXBTC15M-26APR080145-45,yes,44,PRE_EXPIRY,26,-18.0,3.61,-21.61,0
KXBTC15M-26APR080115-15,yes,49,TP_FILL,64,15.0,3.36,11.64,1
KXBTC15M-26APR080045-45,yes,22,TP_FILL,36,14.0,2.81,11.19,1
KXBTC15M-26APR080015-15,yes,79,TP_FILL,98,19.0,1.30,17.70,1
KXBTC15M-26APR072345-45,yes,29,PRE_EXPIRY,1,-28.0,1.54,-29.54,0
KXBTC15M-26APR072330-30,yes,37,TP_FILL,46,9.0,3.37,5.63,1
KXBTC15M-26APR072315-15,yes,75,PRE_EXPIRY,56,-19.0,3.73,-22.73,0
KXBTC15M-26APR071930-30,yes,80,TP_FILL,92,12.0,1.64,10.36,1
KXBTC15M-26APR071915-15,no,68,TP_FILL,77,9.0,2.76,6.24,0
KXBTC15M-26APR071830-30,yes,38,TP_FILL,48,10.0,3.40,6.60,1
KXBTC15M-26APR071715-15,yes,75,TP_FILL,98,23.0,1.45,21.55,1
KXBTC15M-26APR071145-45,yes,44,TP_FILL,58,14.0,3.43,10.57,0
KXBTC15M-26APR070830-30,no,34,PRE_EXPIRY,1,-33.0,1.67,-34.67,1
KXBTC15M-26APR070800-00,no,41,TP_FILL,51,10.0,3.44,6.56,0
KXBTC15M-26APR070745-45,yes,22,TP_FILL,49,27.0,2.95,24.05,1
KXBTC15M-26APR070715-15,yes,37,TP_FILL,46,9.0,3.37,5.63,1
KXBTC15M-26APR070530-30,yes,47,PRE_EXPIRY,1,-46.0,1.84,-47.84,0
KXBTC15M-26APR070430-30,no,30,PRE_EXPIRY,2,-28.0,1.66,-29.66,1
KXBTC15M-26APR070315-15,yes,30,PRE_EXPIRY,1,-29.0,1.57,-30.57,0
KXBTC15M-26APR070300-00,yes,44,TP_FILL,55,11.0,3.46,7.54,1
KXBTC15M-26APR070200-00,yes,37,TP_FILL,45,8.0,3.36,4.64,0
KXBTC15M-26APR062215-15,yes,41,TP_FILL,51,10.0,3.44,6.56,0
KXBTC15M-26APR062015-15,yes,75,TP_FILL,83,8.0,2.30,5.70,1
KXBTC15M-26APR061815-15,yes,17,TP_FILL,42,25.0,2.69,22.31,1
KXBTC15M-26APR061745-45,yes,33,PRE_EXPIRY,1,-32.0,1.64,-33.64,0
KXBTC15M-26APR061545-45,yes,25,PRE_EXPIRY,1,-24.0,1.41,-25.41,0
KXBTC15M-26APR061530-30,yes,74,TP_FILL,82,8.0,2.38,5.62,1
KXBTC15M-26APR061245-45,yes,68,TP_FILL,80,12.0,2.64,9.36,1
KXBTC15M-26APR060730-30,no,43,TP_FILL,51,8.0,3.47,4.54,0
KXBTC15M-26APR060715-15,yes,29,PRE_EXPIRY,1,-28.0,1.54,-29.54,0
KXBTC15M-26APR060500-00,yes,31,PRE_EXPIRY,1,-30.0,1.59,-31.59,0
KXBTC15M-26APR060300-00,yes,72,TP_FILL,86,14.0,2.25,11.75,1
KXBTC15M-26APR052130-30,yes,34,TP_FILL,44,10.0,3.30,6.70,1
KXBTC15M-26APR051915-15,yes,43,TP_FILL,70,27.0,3.19,23.81,1
KXBTC15M-26APR051830-30,yes,40,PRE_EXPIRY,1,-39.0,1.78,-40.78,0
KXBTC15M-26APR051745-45,yes,45,TP_FILL,57,12.0,3.45,8.55,0
KXBTC15M-26APR051715-15,yes,35,PRE_EXPIRY,1,-34.0,1.69,-35.69,0
KXBTC15M-26APR051630-30,yes,46,TP_FILL,65,19.0,3.33,15.67,1
KXBTC15M-26APR051345-45,yes,32,TP_FILL,55,23.0,3.26,19.74,1
KXBTC15M-26APR051200-00,yes,30,TP_FILL,47,17.0,3.21,13.79,0
KXBTC15M-26APR051045-45,yes,38,TP_FILL,62,24.0,3.30,20.70,1
KXBTC15M-26APR050930-30,no,38,TP_FILL,60,22.0,3.33,18.67,0
KXBTC15M-26APR050730-30,yes,39,TP_FILL,52,13.0,3.41,9.59,0
KXBTC15M-26APR050700-00,yes,23,PRE_EXPIRY,1,-22.0,1.34,-23.34,0
KXBTC15M-26APR050630-30,yes,49,TP_FILL,65,16.0,3.34,12.66,1
KXBTC15M-26APR050615-15,yes,42,PRE_EXPIRY,1,-41.0,1.80,-42.80,0
KXBTC15M-26APR050600-00,no,33,PRE_EXPIRY,1,-32.0,1.64,-33.64,1
KXBTC15M-26APR050445-45,yes,43,TP_FILL,59,16.0,3.41,12.59,0
KXBTC15M-26APR050345-45,yes,17,PRE_EXPIRY,1,-16.0,1.08,-17.08,0
KXBTC15M-26APR050215-15,no,32,TP_FILL,54,22.0,3.26,18.74,0
KXBTC15M-26APR050200-00,yes,30,PRE_EXPIRY,1,-29.0,1.57,-30.57,0
KXBTC15M-26APR050145-45,no,35,TP_FILL,50,15.0,3.34,11.66,0
KXBTC15M-26APR050130-30,yes,47,PRE_EXPIRY,1,-46.0,1.84,-47.84,0
KXBTC15M-26APR050030-30,no,18,PRE_EXPIRY,1,-17.0,1.13,-18.13,1
KXBTC15M-26APR042245-45,no,32,PRE_EXPIRY,2,-30.0,1.72,-31.72,1
KXBTC15M-26APR042130-30,yes,19,PRE_EXPIRY,1,-18.0,1.17,-19.17,0
KXBTC15M-26APR042045-45,yes,50,TP_FILL,68,18.0,3.27,14.73,1
KXBTC15M-26APR041745-45,no,41,PRE_EXPIRY,1,-40.0,1.79,-41.79,1
KXBTC15M-26APR041515-15,no,15,PRE_EXPIRY,1,-14.0,0.99,-14.99,1
KXBTC15M-26APR041030-30,no,38,TP_FILL,51,13.0,3.40,9.60,1
KXBTC15M-26APR040945-45,no,42,PRE_EXPIRY,1,-41.0,1.80,-42.80,1
KXBTC15M-26APR040930-30,no,42,PRE_EXPIRY,12,-30.0,2.74,-32.74,1
KXBTC15M-26APR040915-15,yes,32,TP_FILL,50,18.0,3.27,14.73,1
KXBTC15M-26APR040900-00,no,18,PRE_EXPIRY,1,-17.0,1.13,-18.13,1
KXBTC15M-26APR040800-00,yes,21,PRE_EXPIRY,6,-15.0,1.71,-16.71,1
KXBTC15M-26APR040730-30,yes,16,PRE_EXPIRY,1,-15.0,1.04,-16.04,0
KXBTC15M-26APR040715-15,no,35,TP_FILL,48,13.0,3.34,9.66,1
KXBTC15M-26APR040645-45,yes,46,TP_FILL,61,15.0,3.40,11.60,1
KXBTC15M-26APR040615-15,yes,40,PRE_EXPIRY,1,-39.0,1.78,-40.78,0
KXBTC15M-26APR040530-30,no,45,TP_FILL,65,20.0,3.33,16.67,0
KXBTC15M-26APR040415-15,no,51,TP_FILL,64,13.0,3.36,9.64,0
KXBTC15M-26APR040245-45,no,30,TP_FILL,44,14.0,3.19,10.81,1
KXBTC15M-26APR040230-30,yes,54,PRE_EXPIRY,1,-53.0,1.84,-54.84,0
KXBTC15M-26APR040200-00,yes,41,TP_FILL,63,22.0,3.33,18.68,1
KXBTC15M-26APR040000-00,no,27,TP_FILL,53,26.0,3.12,22.88,0
KXBTC15M-26APR032315-15,no,18,PRE_EXPIRY,1,-17.0,1.13,-18.13,1
KXBTC15M-26APR031945-45,no,54,TP_FILL,67,13.0,3.29,9.71,1
KXBTC15M-26APR031915-15,yes,53,PRE_EXPIRY,1,-52.0,1.84,-53.84,0
KXBTC15M-26APR031545-45,no,29,PRE_EXPIRY,1,-28.0,1.54,-29.54,1
KXBTC15M-26APR031530-30,yes,40,TP_FILL,49,9.0,3.43,5.57,0
KXBTC15M-26APR031500-00,yes,27,PRE_EXPIRY,1,-26.0,1.48,-27.48,0
KXBTC15M-26APR031415-15,yes,40,PRE_EXPIRY,1,-39.0,1.78,-40.78,0
KXBTC15M-26APR031400-00,yes,19,PRE_EXPIRY,3,-16.0,1.36,-17.36,0
KXBTC15M-26APR031230-30,no,46,PRE_EXPIRY,1,-45.0,1.84,-46.84,1
KXBTC15M-26APR031215-15,yes,44,TP_FILL,53,9.0,3.47,5.53,1
KXBTC15M-26APR031100-00,no,19,PRE_EXPIRY,1,-18.0,1.17,-19.17,1
KXBTC15M-26APR030800-00,yes,23,TP_FILL,42,19.0,2.94,16.06,0
KXBTC15M-26APR030615-15,yes,9,PRE_EXPIRY,1,-8.0,0.67,-8.67,0
